StudentID,Academic_Performance,isolated,WomenDifferent,language,COVID,criticises,MenBetterSTEM,pwi_wellbeing,Intelligence1,Intelligence2,Soft,opinion,Nerds,comfortable,future,bullying,Friends,Manbox5_1,Manbox5_2,Manbox5_3,Manbox5_4,Manbox5_5,k6_1,k6_2,k6_3,k6_4,k6_5,k6_6,Manbox5_overall,Masculinity_contrained,GrowthMindset,k6_overall,School_support_engage6,School_support_engage
S0017,94,2,1,0,5,3,1,1,7,1,6,6,3,1,4,7,"S0912, S0669, S0797, S0420",6,1,4,7,4,1,1,4,1,1,1,4.4,2.75,4.0,9,3.8333333333333335,3.75
S0018,30,6,3,0,2,1,2,3,6,5,4,3,3,3,7,7,"S0324, S0335",1,4,2,3,2,2,1,5,3,4,5,2.4,3.0,2.5,20,4.166666666666667,4.5
S0019,74,3,7,0,1,1,3,0,2,7,7,7,2,6,2,7,"S0478, S0327, S0234, S0500, S0260",4,7,2,7,2,1,2,3,2,4,1,4.4,4.75,3.5,13,3.6666666666666665,4.0
S0020,89,2,5,0,4,7,2,0,6,2,5,7,7,1,7,2,"S0120, S0256, S0951",2,4,7,4,1,5,3,4,5,1,5,3.6,4.75,4.0,23,4.0,4.25
S0021,59,7,4,0,4,5,4,2,6,5,1,1,2,1,2,7,"S0157, S0638, S0676, S0503, S0720, S0479",5,5,3,2,6,1,3,3,4,3,4,4.2,2.75,2.5,18,3.8333333333333335,3.75
S0022,93,1,4,0,7,4,5,3,6,5,1,7,6,6,1,2,"S0054, S0131",5,6,2,4,2,4,1,3,5,4,1,3.8,4.0,2.5,18,3.5,3.25
S0023,100,1,1,1,3,1,1,1,5,7,3,1,3,3,5,2,S0024,2,6,3,3,4,1,2,5,2,5,2,3.6,2.0,2.0,17,4.166666666666667,2.75
S0024,74,2,2,0,2,7,3,1,5,7,7,1,5,7,4,2,"S0228, S0153, S0675, S0064, S0462, S0674",7,4,6,4,3,4,4,2,2,3,2,4.8,4.25,2.0,17,5.5,5.0
S0025,46,4,3,0,4,6,4,10,1,7,4,7,2,3,7,4,,6,7,1,2,7,4,3,1,3,4,4,4.6,3.25,4.0,19,4.166666666666667,5.0
S0026,72,5,4,0,7,3,5,3,1,2,1,5,1,5,3,5,S0212,7,1,1,5,7,2,2,5,4,1,2,4.2,2.75,6.5,16,3.6666666666666665,4.0
S0027,95,7,2,0,4,5,2,5,6,4,7,6,4,1,7,2,"S0672, S0532, S0691, S0959",1,2,7,1,3,5,3,2,4,2,2,2.8,3.75,3.0,18,3.0,3.75
S0028,78,4,7,0,6,7,1,5,6,1,2,3,1,7,5,7,"S0024, S0216, S0040, S0500, S0885, S0666",2,4,1,7,1,2,5,3,1,5,4,3.0,2.75,4.5,20,5.833333333333333,6.5
S0029,72,5,6,1,1,3,2,7,5,6,1,6,6,2,4,4,"S0724, S0952, S0741, S0572, S0988, S0120, S0299",2,3,4,4,2,3,3,3,3,2,2,3.0,3.75,2.5,16,3.0,3.25
S0030,86,3,3,0,4,1,5,7,3,4,5,7,1,5,7,3,"S0369, S0255, S0883, S0913, S0669, S0926",7,6,5,4,5,4,5,1,5,4,4,5.4,3.5,4.5,23,3.6666666666666665,4.0
S0031,57,3,4,0,7,3,7,6,2,1,4,4,4,3,5,5,S0844,7,1,5,1,7,3,1,3,4,2,5,4.2,4.75,6.5,18,4.166666666666667,4.0
S0032,56,6,1,0,5,7,1,4,1,3,3,1,7,5,2,5,"S0836, S0454, S0871",7,6,1,1,1,1,5,3,1,1,3,3.2,3.0,6.0,14,4.666666666666667,4.75
S0033,59,6,1,0,5,4,3,8,6,3,4,5,3,1,1,7,S0101,2,6,3,1,2,4,1,4,3,2,3,2.8,2.75,3.5,17,3.0,3.25
S0034,83,2,1,0,2,7,6,1,4,7,1,7,1,7,4,4,"S0372, S0608, S0667, S0714, S0156, S0668, S0826",3,5,4,3,2,4,4,5,4,1,2,3.4,2.25,2.5,20,4.833333333333333,5.5
S0035,62,6,4,0,2,1,6,0,3,2,6,3,6,2,1,1,"S0891, S0638, S0150",4,2,7,4,2,5,4,2,5,2,1,3.8,5.5,5.5,19,2.0,1.25
S0036,81,5,5,0,1,3,5,3,2,7,1,5,3,2,1,6,,1,5,4,2,1,2,1,1,1,1,4,2.6,3.5,3.5,10,3.0,3.0
S0037,59,7,7,1,7,1,5,9,2,5,4,6,4,2,2,2,"S0606, S0697, S0977",5,4,6,3,4,5,1,2,3,3,2,4.4,5.0,4.5,16,1.6666666666666667,1.75
S0038,72,2,7,0,6,2,7,10,6,6,4,2,5,2,2,1,"S0064, S0949",7,6,7,5,2,3,2,2,2,1,2,5.4,5.75,2.0,12,3.1666666666666665,1.75
S0039,63,1,1,1,2,5,1,9,7,7,6,1,5,5,1,3,"S0709, S0348, S0391, S0034",1,2,2,2,5,4,3,2,5,4,1,2.4,3.25,1.0,19,4.666666666666667,3.5
S0040,57,3,3,0,5,1,3,2,4,7,1,4,1,5,7,3,"S0682, S0843, S0477, S0472, S0956, S0423, S0027",5,3,2,7,4,1,3,4,5,3,3,4.2,2.0,2.5,19,4.166666666666667,4.0
S0041,66,1,2,1,2,7,6,1,3,3,1,6,1,6,6,6,S0113,6,6,5,2,6,2,2,5,4,1,4,5.0,2.5,5.0,18,5.666666666666667,6.25
S0042,52,3,7,0,6,5,2,4,3,6,1,7,3,2,4,4,"S0665, S0325, S0512, S0945, S0162",6,1,4,3,1,4,3,2,1,3,1,3.0,3.25,3.5,14,3.5,3.75
S0043,72,4,7,0,6,6,2,9,6,7,2,4,5,6,6,1,"S0451, S0120, S0063",4,4,5,4,5,1,1,2,1,5,2,4.4,4.0,1.5,12,4.5,4.75
S0044,39,6,2,0,4,4,5,8,2,7,4,1,2,2,4,2,"S0517, S0079",6,5,3,2,2,1,4,4,5,2,1,3.6,3.25,3.5,17,3.5,3.0
S0045,84,2,6,0,3,5,2,9,4,2,3,5,3,3,1,7,"S0624, S0734, S0292, S0400, S0518, S0198, S0435",4,6,5,4,3,1,5,1,3,3,5,4.4,3.5,5.0,18,4.166666666666667,4.0
S0046,50,3,4,0,6,3,6,7,5,3,4,2,1,1,1,6,"S0269, S0757, S0316, S0876, S0107",3,5,6,6,3,3,4,3,5,2,5,4.6,3.75,4.0,22,3.6666666666666665,2.75
S0047,32,5,6,0,1,4,3,8,7,5,1,3,4,3,5,7,"S0026, S0181, S0461, S0841, S0031, S0719, S0837",6,3,4,5,4,2,3,2,2,5,1,4.4,3.5,2.0,15,4.5,4.75
S0048,46,2,5,0,6,4,2,10,2,4,7,7,3,4,7,1,S0963,5,7,3,7,4,2,3,2,4,1,3,5.2,4.25,5.0,15,3.8333333333333335,4.0
S0049,49,1,6,1,4,3,5,3,1,7,3,6,3,1,3,5,"S0453, S0072, S0691, S0881, S0079, S0026",6,3,4,6,1,2,5,1,1,4,1,4.0,4.25,4.0,14,3.5,3.0
S0050,63,2,2,1,2,4,6,3,1,4,2,4,1,3,3,3,S0693,6,1,4,2,7,4,3,2,1,5,1,4.0,2.75,5.5,16,3.8333333333333335,3.25
S0051,67,5,5,0,7,1,3,9,1,1,6,7,6,5,5,3,"S0524, S0736, S0644, S0624, S0746",7,2,6,1,1,2,4,1,3,4,3,3.4,5.0,7.0,17,3.0,3.5
S0052,73,2,6,0,4,5,2,7,5,3,7,3,5,3,1,2,"S0803, S0208",2,3,1,1,6,2,2,2,3,3,3,2.6,5.0,4.0,15,3.6666666666666665,2.75
S0053,51,2,1,1,5,1,6,6,2,2,5,2,6,7,3,1,"S0588, S0654, S0028",6,7,7,3,4,2,4,3,2,3,1,5.4,4.5,6.0,15,4.0,3.0
S0054,47,3,6,0,4,2,6,2,7,6,1,6,4,1,2,2,"S0875, S0058, S0005",5,4,6,1,2,1,1,1,4,2,3,3.6,4.25,1.5,12,2.3333333333333335,1.75
S0055,38,3,4,0,3,2,7,6,1,2,6,3,6,5,7,7,"S0869, S0803, S0947",1,5,1,4,1,2,2,4,1,1,5,2.4,5.75,6.5,15,5.166666666666667,5.25
S0056,44,2,6,0,6,1,3,6,7,7,5,3,5,4,4,7,"S0187, S0173, S0572, S0862, S0352, S0950, S0985",5,6,3,7,6,5,4,1,4,3,4,5.4,4.75,1.0,21,4.5,4.0
S0057,50,2,2,1,6,6,2,5,3,2,1,7,7,4,5,1,"S0150, S0629, S0988, S0486, S0584, S0046",6,1,5,3,2,5,1,1,5,1,4,3.4,3.0,5.5,17,3.8333333333333335,4.0
S0058,46,2,5,0,5,3,3,4,3,2,7,1,2,6,1,7,"S0112, S0318",3,3,1,4,4,5,1,5,4,4,1,3.0,4.25,5.5,20,5.0,4.25
S0059,73,2,6,0,2,1,1,4,4,6,1,7,7,7,3,2,,4,2,7,2,3,3,5,4,5,5,1,3.6,3.75,3.0,23,3.3333333333333335,3.25
S0060,94,2,7,0,1,5,3,10,5,2,2,5,1,7,7,5,S0010,1,7,4,7,2,2,3,4,3,4,1,4.2,3.25,4.5,17,5.5,6.0
S0061,100,3,1,1,3,4,5,0,2,4,6,7,6,2,3,7,"S0474, S0667, S0861, S0693, S0124, S0148",2,6,7,2,4,3,5,3,1,5,5,4.2,4.5,5.0,22,3.6666666666666665,4.0
S0062,63,7,5,0,4,7,4,4,6,2,3,7,2,1,1,4,"S0802, S0851, S0065, S0036, S0088, S0299, S0117",4,4,1,2,5,3,2,1,3,1,2,3.2,3.5,4.0,12,2.5,3.25
S0063,80,3,2,0,7,6,2,7,1,7,2,4,4,1,7,1,,5,7,3,5,7,4,3,4,5,1,2,5.4,2.5,4.0,19,4.0,3.75
S0064,71,7,7,0,5,2,4,5,4,7,5,3,3,2,7,2,"S0373, S0053, S0947, S0128",1,7,3,6,2,1,5,3,5,3,5,3.8,4.75,2.5,22,3.1666666666666665,3.25
S0065,68,1,3,0,7,6,7,7,5,3,2,7,1,1,6,2,"S0776, S0928, S0442, S0334",4,4,5,6,1,2,5,5,3,4,5,4.0,3.25,4.0,24,3.8333333333333335,3.75
S0066,84,5,3,0,1,2,3,9,7,6,6,4,6,5,4,7,"S0924, S0203, S0735",5,3,3,1,4,2,2,4,4,5,3,3.2,4.5,1.5,20,4.166666666666667,4.5
S0067,58,5,5,0,1,7,6,2,1,6,5,1,2,7,7,1,"S0293, S0018, S0367, S0401",1,6,2,4,2,2,5,2,3,1,2,3.0,4.5,4.5,15,5.333333333333333,5.5
S0068,81,6,5,0,6,2,4,5,4,1,6,7,1,2,5,2,"S0830, S0504, S0247, S0974, S0397",2,7,6,2,7,3,1,3,2,3,2,4.8,4.0,5.5,14,2.3333333333333335,2.75
S0069,99,2,5,0,2,4,4,3,2,3,3,4,7,7,3,7,"S0537, S0098, S0140",5,4,5,6,5,4,5,4,5,2,5,5.0,4.75,5.5,25,5.166666666666667,5.25
S0070,64,7,1,0,3,4,5,8,6,4,4,7,6,3,4,5,"S0939, S0277, S0399",2,4,7,1,2,5,5,5,3,3,3,3.2,4.0,3.0,24,3.0,4.0
S0071,56,7,6,0,2,5,1,7,5,4,7,1,6,2,1,6,"S0707, S0158, S0422",2,4,6,3,2,3,5,3,1,1,5,3.4,5.0,3.5,18,3.6666666666666665,3.5
S0072,57,4,2,0,5,5,3,5,5,7,2,7,7,6,7,4,"S0529, S0720",6,6,4,1,3,4,2,5,1,5,3,4.0,3.5,2.0,20,4.5,5.5
S0073,67,7,7,0,2,5,5,10,2,1,3,7,4,6,5,4,"S0981, S0774, S0236",4,7,6,4,7,5,5,2,5,3,4,5.6,4.75,6.5,24,3.6666666666666665,5.0
S0074,45,2,1,0,5,2,1,5,7,7,2,6,3,7,2,2,"S0527, S0462",4,4,3,7,3,4,5,4,3,2,1,4.2,1.75,1.0,19,3.5,3.25
S0075,64,6,1,0,3,1,2,9,6,1,7,3,4,6,1,4,S0636,3,6,4,7,1,3,5,4,4,4,3,4.2,3.5,4.5,23,3.1666666666666665,3.0
S0076,66,2,3,0,2,6,5,1,7,6,1,4,1,2,1,1,"S0740, S0429, S0203, S0714, S0337",1,5,1,5,5,4,5,5,3,2,4,3.4,2.5,1.5,23,3.3333333333333335,2.5
S0077,67,1,7,0,7,1,5,6,3,1,5,7,2,6,2,6,"S0789, S0477",1,6,2,4,4,2,2,2,3,2,4,3.4,4.75,6.0,15,3.8333333333333335,3.75
S0078,72,1,2,1,2,7,5,3,5,6,7,4,2,7,4,1,"S0648, S0643, S0805, S0798, S0249, S0245",3,3,6,6,6,1,4,1,5,1,1,4.8,4.0,2.5,13,5.0,4.75
S0079,74,2,6,0,6,1,3,6,3,4,4,1,2,3,4,1,S0958,5,7,1,7,5,2,4,3,5,3,2,5.0,3.75,4.5,19,3.6666666666666665,2.25
S0080,75,5,4,0,5,4,6,8,5,5,1,5,2,5,2,5,"S0710, S0821, S0345, S0495, S0042, S0286",6,2,7,7,6,1,1,5,1,3,4,5.6,3.25,3.0,15,3.6666666666666665,4.0
S0081,60,2,7,0,7,1,1,1,5,1,7,6,2,7,2,4,,1,4,4,3,1,3,3,1,5,4,5,2.6,4.25,5.0,21,3.6666666666666665,3.5
S0082,72,3,7,0,3,4,7,8,7,4,4,4,5,6,6,7,"S0486, S0192, S0292",5,6,5,5,6,1,4,1,2,4,2,5.4,5.75,2.5,14,5.333333333333333,5.75
S0083,77,7,4,0,3,2,2,5,1,7,4,7,3,3,2,5,"S0373, S0052, S0989",3,3,7,7,2,3,5,2,2,1,3,4.4,3.25,4.0,16,2.3333333333333335,3.0
S0084,72,3,6,0,1,4,5,9,7,2,5,2,4,5,6,7,S0259,7,2,1,5,4,5,1,4,5,2,2,3.8,5.0,3.5,19,5.5,5.5
S0085,63,5,5,0,5,1,6,10,4,1,5,3,6,6,5,6,"S0401, S0204, S0274, S0217, S0693",1,1,3,2,5,2,2,5,5,4,3,2.4,5.5,5.5,21,4.333333333333333,4.5
S0086,59,7,2,0,3,3,2,8,3,4,6,4,6,7,4,5,"S0711, S0588, S0829, S0775, S0480, S0902, S0574",2,3,3,6,4,5,3,1,4,4,3,3.6,4.0,4.5,20,4.0,4.75
S0087,70,2,7,1,6,1,4,5,7,6,6,1,1,2,5,1,"S0601, S0680, S0484, S0327, S0041, S0688, S0980",2,5,6,4,4,5,5,1,5,3,1,4.2,4.5,1.5,20,3.6666666666666665,2.25
S0088,82,3,7,0,3,1,1,6,1,6,5,5,5,6,7,5,"S0293, S0811, S0789, S0477, S0797",5,3,2,6,2,5,4,1,1,1,4,3.6,4.5,4.5,16,4.5,4.75
S0089,91,4,1,0,4,3,2,10,1,7,7,2,3,4,5,1,"S0146, S0942",1,6,2,4,5,4,5,5,1,4,4,3.6,3.25,4.0,23,3.8333333333333335,3.25
S0090,87,5,2,0,6,7,3,10,5,7,7,1,3,2,6,1,,7,6,5,7,3,1,2,3,2,3,5,5.6,3.75,2.0,16,4.333333333333333,4.0
S0091,61,6,5,0,1,3,7,10,5,2,2,1,7,6,6,5,"S0332, S0272, S0767, S0726",1,1,3,7,2,1,1,2,2,5,4,2.8,5.25,4.5,15,4.833333333333333,5.0
S0092,64,2,2,0,4,2,7,10,4,1,5,5,2,5,2,4,"S0403, S0830, S0821, S0533, S0827",5,4,6,3,4,3,1,1,2,5,3,4.4,4.0,5.5,15,3.6666666666666665,3.25
S0093,99,6,1,1,7,5,5,2,4,5,1,7,4,3,5,5,"S0789, S0967, S0322, S0966, S0247, S0856",5,2,7,3,5,4,4,2,2,3,1,4.4,2.75,3.5,16,3.5,4.5
S0094,100,4,1,0,2,1,1,7,3,1,6,2,6,2,7,5,,6,6,5,6,1,1,2,1,4,4,5,4.8,3.5,6.0,17,4.166666666666667,3.75
S0095,71,3,5,0,5,2,5,0,5,2,2,4,2,1,7,5,"S0112, S0901, S0700",3,4,1,6,3,3,1,1,1,2,4,3.4,3.5,4.5,12,4.0,3.75
S0096,75,7,7,0,6,4,6,2,3,1,2,3,1,4,7,6,S0951,3,6,1,4,6,2,3,1,2,4,3,4.0,4.0,6.0,15,4.5,5.25
S0097,57,3,4,0,7,3,1,6,4,6,5,1,4,3,2,2,,4,1,4,6,5,1,3,2,5,4,1,4.0,3.5,3.0,16,3.6666666666666665,2.5
S0098,74,3,2,0,6,5,4,8,3,7,7,7,2,1,5,6,"S0821, S0922, S0973, S0751, S0567",1,2,5,6,2,4,5,5,4,2,1,3.2,3.75,3.0,21,3.8333333333333335,4.25
S0099,74,4,4,1,2,6,1,3,2,3,4,6,2,5,5,6,"S0772, S0239, S0013, S0442, S0584, S0189",6,3,1,2,3,4,2,4,1,3,5,3.0,2.75,5.5,19,4.666666666666667,5.5
S0100,78,4,7,0,5,7,4,8,3,7,6,5,1,2,4,6,"S0836, S0769, S0343",7,5,7,2,7,2,4,1,1,3,2,5.6,4.5,3.0,13,4.333333333333333,4.75
S0101,67,1,1,0,7,3,7,6,1,2,6,6,3,3,6,2,"S0616, S0856, S0124",3,1,3,6,4,3,2,5,2,3,4,3.4,4.25,6.5,19,3.8333333333333335,3.5
S0102,77,2,4,1,4,5,3,4,7,6,1,5,6,1,5,1,"S0805, S0185, S0844, S0294, S0662, S0854, S0620",5,6,6,4,7,5,2,2,2,2,5,5.6,3.5,1.5,18,3.5,3.0
S0103,91,7,6,0,2,3,5,4,4,5,7,4,6,1,4,5,"S0715, S0596, S0449, S0442, S0438",2,7,2,3,2,4,4,2,1,2,4,3.2,6.0,3.5,17,3.0,3.25
S0104,96,6,2,0,3,7,5,6,5,3,4,1,1,6,4,6,"S0459, S0457, S0361, S0355, S0390, S0240",6,4,6,4,6,4,1,1,3,1,3,5.2,3.0,4.0,13,5.333333333333333,5.75
S0105,72,4,4,0,5,4,4,9,7,4,7,7,2,2,6,7,S0062,6,5,7,3,6,2,3,3,5,5,4,5.4,4.25,2.5,22,4.0,4.75
S0106,63,1,6,0,7,5,4,8,6,2,7,6,7,2,1,4,"S0185, S0439",7,1,1,1,4,3,2,2,1,4,3,2.8,6.0,4.0,15,3.5,3.0
S0107,72,7,7,1,7,3,2,2,4,1,3,3,4,5,2,5,"S0571, S0819, S0557",7,1,6,7,2,4,2,4,2,4,5,4.6,4.0,5.5,21,3.5,3.75
S0108,91,6,2,1,4,3,7,6,2,4,4,5,3,7,7,2,"S0385, S0422, S0820, S0582, S0428, S0059",1,6,1,3,1,4,5,1,1,1,5,2.4,4.0,5.0,17,4.0,4.75
S0109,59,1,6,1,3,4,4,8,1,1,6,7,3,5,3,7,"S0881, S0608",1,3,7,1,7,3,4,4,1,3,4,3.8,4.75,7.0,19,4.5,4.75
S0110,72,2,4,0,4,5,6,8,2,2,6,5,4,1,1,3,"S0377, S0189, S0148, S0736, S0549, S0509, S0474",5,7,6,1,5,4,2,3,2,2,1,4.8,5.0,6.0,14,3.1666666666666665,2.5
S0111,74,5,3,0,4,5,3,1,6,4,1,6,4,7,4,6,"S0533, S0528, S0503, S0842, S0580, S0014",4,7,3,3,4,3,4,4,5,2,4,4.2,2.75,3.0,22,4.5,5.5
S0112,60,2,2,1,2,4,2,1,4,3,2,4,1,1,6,1,S0647,2,3,7,2,3,3,4,4,1,1,3,3.4,1.75,4.5,16,3.6666666666666665,3.0
S0113,75,7,2,1,2,1,5,1,3,1,3,6,4,1,1,6,"S0811, S0489, S0502, S0322, S1000, S0942, S0451",5,7,5,5,7,1,4,2,4,1,3,5.8,3.5,6.0,15,2.0,2.25
S0114,87,7,2,0,3,3,5,3,7,5,1,5,4,1,5,6,"S0018, S0917, S0888, S0849, S0037",4,3,4,4,3,5,5,1,2,2,3,3.6,3.0,2.0,18,3.1666666666666665,3.75
S0115,86,3,1,0,7,4,3,1,3,3,4,6,6,7,2,7,S0246,2,2,3,4,3,3,5,1,3,5,5,2.8,3.5,5.0,22,4.5,5.0
S0116,95,6,6,0,3,1,5,3,2,6,5,3,3,3,1,7,"S0575, S0008, S0162, S0608",3,7,6,6,5,2,5,4,4,1,4,5.4,4.75,4.0,20,3.1666666666666665,3.0
S0117,96,3,4,0,3,7,1,1,3,1,1,6,7,2,7,7,"S0798, S0720, S0131, S0247",5,6,1,7,3,1,3,3,4,3,3,4.4,3.25,6.0,17,5.0,5.75
S0118,76,1,6,1,6,7,2,7,7,4,1,6,6,2,6,4,"S0039, S0497, S0513",1,1,2,7,5,1,5,4,4,3,3,3.2,3.75,2.5,20,4.666666666666667,4.75
S0119,62,3,2,0,1,2,2,7,3,1,6,5,1,2,7,5,"S0086, S0137, S0793",4,3,3,7,4,1,1,2,4,2,2,4.2,2.75,6.0,12,4.0,4.0
S0120,66,1,3,0,2,3,5,3,3,6,3,2,6,3,1,7,"S0982, S0841, S0249, S0817",1,1,7,6,7,4,1,2,3,1,3,4.4,4.25,3.5,14,4.5,3.5
S0121,51,4,2,0,7,1,5,0,6,6,2,7,4,6,5,3,"S0630, S0714, S0041",5,5,7,3,6,2,4,4,2,4,2,5.2,3.25,2.0,18,3.3333333333333335,3.75
S0122,65,1,3,0,5,5,1,4,7,7,2,2,6,3,3,1,"S0907, S0502, S0482, S0144, S0879",3,7,3,1,2,5,5,3,3,4,4,3.2,3.0,1.0,24,4.166666666666667,3.0
S0123,74,2,7,0,3,6,4,3,3,2,4,7,4,2,6,2,,1,4,4,4,3,5,3,3,1,5,2,3.2,4.75,5.5,19,3.8333333333333335,4.0
S0124,78,5,3,0,5,2,5,9,1,3,1,2,5,6,4,4,S0299,3,6,5,3,1,2,3,4,1,1,1,3.6,3.5,6.0,12,4.166666666666667,4.0
S0125,53,4,1,0,1,7,6,2,2,3,3,2,1,7,3,5,"S0433, S0828, S0020, S0160",5,5,5,6,1,4,4,5,2,5,1,4.4,2.75,5.5,21,5.333333333333333,5.5
S0126,82,7,5,1,2,1,5,0,7,5,1,2,5,2,7,5,"S0295, S0248, S0154",5,1,3,6,5,1,3,3,2,5,2,4.0,4.0,2.0,16,3.6666666666666665,3.75
S0127,61,2,2,1,6,7,7,5,7,2,2,6,3,7,3,1,"S0887, S0933, S0532, S0914, S0958, S0051, S0985",7,3,6,2,6,5,4,2,3,5,3,4.8,3.5,3.5,22,4.333333333333333,4.5
S0128,73,6,7,1,2,7,6,1,2,5,1,3,1,7,1,5,"S0104, S0576, S0451",3,2,5,6,2,3,1,5,2,4,2,3.6,3.75,4.5,17,4.5,5.0
S0129,75,3,3,0,7,6,6,1,2,5,3,4,5,7,1,2,"S0710, S0682, S0189, S0665, S0274, S0187",5,6,4,5,4,1,5,4,5,3,3,4.8,4.25,4.5,21,4.166666666666667,4.0
S0130,80,7,3,0,7,5,4,2,3,2,2,6,7,7,7,5,"S0516, S0324",3,3,7,5,6,1,3,4,1,4,3,4.8,4.0,5.5,16,4.5,6.0
S0131,83,4,4,1,1,6,7,2,1,4,7,6,7,4,4,1,"S0179, S0939, S0543, S0027",6,6,2,1,6,1,1,2,1,5,4,4.2,6.25,5.5,14,3.5,3.75
S0132,75,7,4,1,3,2,2,9,4,6,2,4,5,4,6,5,"S0028, S0313, S0449, S0518, S0009",6,2,7,4,4,3,4,4,5,5,1,4.6,3.25,3.0,22,3.6666666666666665,4.25
S0133,64,1,2,0,3,7,7,10,3,1,3,2,4,7,2,4,"S0733, S0679, S0378, S0723",4,4,5,5,6,3,3,3,5,1,2,4.8,4.0,6.0,17,5.5,5.0
S0134,40,5,4,0,7,1,3,0,2,4,1,6,1,3,1,4,"S0196, S0661, S0090",3,7,6,7,1,1,4,2,1,2,3,4.8,2.25,5.0,13,2.3333333333333335,2.25
S0135,38,4,2,0,4,3,4,3,1,1,4,7,5,4,3,5,"S0564, S0430",7,3,2,4,5,2,5,1,2,3,2,4.2,3.75,7.0,15,3.3333333333333335,3.75
S0136,53,7,3,0,4,4,7,8,6,6,7,7,1,7,3,7,"S0828, S0530, S0880, S0050, S0678, S0012, S0064",7,7,7,7,6,2,4,2,5,2,2,6.8,4.5,2.0,17,3.8333333333333335,5.25
S0137,89,3,3,1,1,1,6,6,3,7,3,5,5,3,6,4,"S0862, S0338, S0053, S0917, S0690",3,7,7,1,2,5,5,2,3,1,5,4.0,4.25,3.0,21,3.6666666666666665,3.5
S0138,42,6,4,1,2,6,5,8,3,3,5,2,4,2,5,4,"S0969, S0285",4,3,6,1,6,4,4,3,1,4,3,4.0,4.5,5.0,19,4.166666666666667,4.25
