StudentID,Academic_Performance,isolated,WomenDifferent,language,COVID,criticises,MenBetterSTEM,pwi_wellbeing,Intelligence1,Intelligence2,Soft,opinion,Nerds,comfortable,future,bullying,Manbox5_1,Manbox5_2,Manbox5_3,Manbox5_4,Manbox5_5,k6_1,k6_2,k6_3,k6_4,k6_5,k6_6,Manbox5_overall,Masculinity_contrained,GrowthMindset,k6_overall,School_support_engage,Friends,Friends_Count
S0117,91,1,5,0,6,2,1,3,2,7,6,3,5,5,7,5,1,7,7,5,1,2,3,3,5,5,1,4.2,4.25,3.5,19,6.0,"S0978, S0078",2
S0118,89,4,4,0,7,2,5,4,2,6,7,5,1,7,5,5,2,7,7,4,7,4,1,4,3,5,2,5.4,4.25,4.0,19,4.75,"S0676, S0098, S0318",3
S0119,35,4,7,0,3,1,5,1,6,5,1,3,7,5,5,1,5,4,5,3,7,2,5,4,5,1,3,4.8,5.0,2.5,20,4.75,"S0188, S0964",2
S0120,70,3,7,0,4,1,3,9,2,2,2,7,4,7,3,6,1,6,2,7,1,4,2,2,1,4,5,3.4,4.0,6.0,18,4.0,"S0993, S0947",2
S0121,96,7,7,0,4,1,6,3,2,2,4,7,7,2,1,5,1,2,7,6,3,4,2,3,1,5,2,3.8,6.0,6.0,17,1.25,"S0210, S0467, S0978, S0623, S0663, S0321, S0823",7
S0122,88,2,7,0,2,3,4,3,4,7,3,2,5,7,5,3,7,6,1,2,1,4,2,4,2,5,5,3.4,4.75,2.5,22,6.0,"S0719, S0350, S0405",3
S0123,84,5,3,0,3,3,4,9,7,6,4,7,2,2,1,1,3,7,3,4,4,5,2,3,4,2,5,4.2,3.25,1.5,21,1.75,"S0604, S0247",2
S0124,68,6,6,0,5,7,7,10,2,5,2,6,5,4,1,7,5,6,5,4,7,3,3,4,1,3,3,5.4,5.0,4.5,17,2.25,"S0791, S0443",2
S0125,68,4,7,0,5,2,5,7,4,7,2,5,7,6,4,7,3,7,7,5,7,3,5,5,3,5,2,5.8,5.25,2.5,23,4.25,"S0438, S0755, S0184, S0987, S0363",5
S0126,72,1,6,0,7,2,5,4,1,4,4,7,1,5,4,5,3,4,2,7,5,1,2,1,1,1,2,4.2,4.0,5.5,8,4.25,"S0377, S0942, S0443",3
S0127,63,1,6,0,1,7,4,4,2,5,2,7,7,4,2,5,3,7,2,5,7,1,2,4,2,4,3,4.8,4.75,4.5,16,3.5,"S0007, S0979, S0493, S0951",4
S0128,53,1,6,0,3,1,3,8,1,7,2,1,1,7,4,1,4,7,2,1,4,5,4,2,2,4,1,3.6,3.0,4.0,18,6.25,"S0201, S0459, S0730, S0071, S0825, S0381, S0231",7
S0129,52,3,6,0,4,2,1,1,5,1,2,3,4,6,1,5,4,6,3,4,5,5,3,5,3,4,4,4.4,3.25,5.0,24,4.25,"S0644, S0526, S0989, S0398, S0419, S0352, S0370",7
S0130,60,3,7,0,6,7,4,8,3,2,5,6,4,2,1,1,6,4,2,4,4,2,5,2,5,2,5,4.0,5.0,5.5,21,2.5,"S0321, S0491, S0951",3
S0131,60,5,7,1,4,4,3,7,3,3,3,5,6,4,7,5,1,1,3,3,4,2,3,3,5,3,1,2.4,4.75,5.0,17,4.25,"S0011, S0265, S0335, S0172",4
S0132,88,2,7,1,4,5,6,2,6,3,1,7,6,1,2,1,6,5,7,4,6,3,5,3,3,5,5,5.6,5.0,3.5,24,2.5,S0087,1
S0133,52,7,7,0,5,7,7,3,4,5,2,3,1,2,2,7,3,1,5,7,7,1,5,5,4,2,5,4.6,4.25,3.5,22,2.5,"S0840, S0286",2
S0134,71,6,5,0,1,7,3,4,6,3,3,7,2,1,2,2,2,3,5,6,2,1,1,4,1,1,3,3.6,3.25,3.5,11,1.5,,0
S0135,79,5,2,1,7,7,2,8,6,1,7,4,6,7,2,6,1,3,1,4,6,3,5,2,3,4,5,3.0,4.25,4.5,22,4.0,"S0249, S0978, S0116, S0890",4
S0136,74,7,5,0,2,4,5,2,2,4,1,2,6,6,3,6,5,3,4,2,7,3,5,4,4,5,4,4.2,4.25,5.0,25,4.0,"S0457, S0034, S0055",3
S0137,100,2,4,0,1,3,3,2,7,1,1,4,4,6,3,2,3,6,5,1,3,3,3,5,5,1,2,3.6,3.0,4.0,19,4.75,"S0111, S0703, S0036, S0675, S0733",5
S0138,84,5,5,0,2,7,7,10,1,4,3,7,7,3,6,4,7,4,5,3,2,4,5,3,2,2,4,4.2,5.5,5.5,20,3.25,,0
S0139,69,7,4,0,6,2,2,2,5,1,3,7,4,3,4,7,7,6,5,7,7,3,2,4,5,3,5,6.4,3.25,5.0,22,2.25,"S0076, S0385, S0419",3
S0140,74,7,1,0,2,3,6,5,2,1,4,5,4,4,7,6,7,6,6,5,6,3,4,5,1,2,3,6.0,3.75,6.5,18,3.75,,0
S0141,78,7,1,0,5,7,6,9,5,4,1,4,7,7,4,2,5,2,6,7,6,2,4,2,5,5,1,5.2,3.75,3.5,19,4.0,,0
S0142,75,3,3,0,3,6,2,2,1,3,2,6,6,6,6,7,7,7,3,2,4,2,4,1,3,2,1,4.6,3.25,6.0,13,4.75,"S0197, S0006, S0270, S0557",4
S0143,77,1,7,0,3,4,7,10,2,3,2,3,4,2,6,4,4,2,7,2,5,2,3,1,1,3,1,4.0,5.0,5.5,11,5.0,,0
S0144,90,1,4,0,6,1,1,9,3,7,1,4,4,5,3,2,1,5,6,7,7,5,3,4,1,2,1,5.2,2.5,3.0,16,4.75,"S0010, S0047, S0206, S0457, S0573, S0531",6
S0145,44,1,3,0,5,7,2,1,7,3,7,6,2,4,7,2,2,7,5,2,5,3,5,2,4,5,5,4.2,3.5,3.0,24,5.0,"S0651, S0150, S0990, S0378",4
