StudentID,Academic_Performance,isolated,WomenDifferent,language,COVID,criticises,MenBetterSTEM,pwi_wellbeing,Intelligence1,Intelligence2,Soft,opinion,Nerds,comfortable,future,bullying,Friends,Manbox5_1,Manbox5_2,Manbox5_3,Manbox5_4,Manbox5_5,k6_1,k6_2,k6_3,k6_4,k6_5,k6_6,Manbox5_overall,Masculinity_contrained,GrowthMindset,k6_overall,School_support_engage6,School_support_engage
S0011,53,3,3,0,5,6,5,1,7,4,6,6,4,7,2,4,"S0356, S0085, S0120, S0062, S0061, S0638, S0460, S0313, S0034",6,2,7,1,1,1,4,3,4,2,3,3.4,4.5,2.5,17,4.333333333333333,4.75
S0012,79,2,1,0,5,2,3,2,2,6,2,3,1,5,5,6,"S0367, S0682, S0721, S0984, S0946",6,2,7,6,7,3,4,2,4,5,4,5.6,1.75,4.0,22,4.833333333333333,4.5
S0013,42,7,2,0,4,4,7,10,2,7,1,2,7,4,1,1,"S0735, S0920, S0264, S0176, S0794",3,1,5,6,6,5,1,4,3,5,2,4.2,4.25,3.5,20,2.8333333333333335,2.5
S0014,87,1,1,0,3,3,4,2,7,3,3,1,1,7,1,4,"S0490, S0710, S0824, S0656, S0701, S0833",2,6,4,1,6,5,1,5,1,5,1,3.8,2.25,3.0,18,4.833333333333333,3.75
S0015,65,5,5,0,5,3,4,0,1,7,5,7,1,7,4,6,"S0615, S0694, S0916, S0621, S0526, S0273, S0921, S0730, S0200, S0750, S0955, S0919, S0384",3,2,4,3,7,2,1,1,1,3,5,3.8,3.75,4.0,13,4.0,5.0
S0016,94,3,7,0,7,6,6,5,6,4,2,5,3,4,3,6,"S0357, S0319, S0342, S0902, S0049, S0879, S0577",2,4,7,4,1,2,2,4,2,5,2,3.6,4.5,3.0,17,4.5,4.75
S0017,33,2,5,0,7,1,4,5,3,2,4,1,1,2,4,2,"S0126, S0088, S0980, S0018, S0465, S0407",3,1,1,2,1,5,3,4,2,3,5,1.6,3.5,5.5,22,3.6666666666666665,2.25
S0018,100,3,6,0,6,6,7,7,5,1,5,3,4,5,2,5,"S0410, S0789, S0691, S0051",1,3,7,6,2,2,5,2,4,5,2,3.8,5.5,5.0,20,4.666666666666667,4.5
S0019,100,2,1,0,4,2,1,5,7,7,3,5,7,6,7,1,"S0930, S0170, S0302, S0718, S0098, S0449, S0747, S0236, S0006",3,4,3,3,1,4,4,1,2,5,3,2.8,3.0,1.0,19,4.166666666666667,4.0
S0020,81,1,5,1,7,7,3,0,2,3,5,7,6,6,3,5,"S0162, S0257, S0591, S0554",7,1,3,3,7,5,2,5,2,4,5,4.2,4.75,5.5,23,4.833333333333333,5.25
S0021,80,6,4,1,7,6,3,7,2,2,6,1,4,7,5,5,"S0739, S0788, S0447, S0943, S0946, S0612, S0011",6,6,4,6,2,1,5,1,1,5,1,4.8,4.25,6.0,14,5.333333333333333,5.75
S0022,55,7,7,0,3,7,4,6,6,5,6,2,7,1,6,1,"S0444, S0878, S0372, S0525, S0661, S0145, S0307, S0567, S0511, S0501",2,2,3,4,5,1,2,4,2,5,3,3.2,6.0,2.5,17,3.6666666666666665,3.75
S0023,85,7,3,0,7,5,6,3,7,7,2,4,6,5,2,4,"S0750, S0013, S0889, S0223, S0081, S0727, S0250, S0139, S0573, S0161, S0132, S0313, S0062, S0365, S0213, S0855, S0964, S0108",6,3,4,6,1,3,1,4,3,5,5,4.0,4.25,1.0,21,3.5,4.0
S0024,85,3,4,1,1,7,4,9,1,2,5,7,2,6,6,5,"S0675, S0171, S0220, S0957, S0638, S0528",6,6,2,2,5,1,1,5,5,1,1,4.2,3.75,6.5,14,5.0,6.0
S0025,59,4,2,0,3,3,7,1,3,1,6,7,2,2,3,1,"S0284, S0627, S0021, S0255, S0558, S0392, S0115, S0508, S0363, S0141, S0597, S0254, S0717, S0671, S0165, S0169, S0475, S0899, S0836",5,2,7,7,7,3,3,3,1,2,3,5.6,4.25,6.0,15,2.3333333333333335,2.25
S0026,100,2,7,0,2,7,6,2,5,5,6,3,7,6,5,6,"S0458, S0975, S0720, S0046, S0238, S0899",2,5,2,6,6,3,1,2,1,4,3,4.2,6.5,3.0,14,5.833333333333333,6.0
S0027,88,6,5,0,7,5,5,8,3,7,1,7,7,2,6,3,"S0421, S0257, S0240, S0841, S0200, S0207, S0876, S0371",6,2,1,1,3,5,1,1,1,5,1,2.6,4.5,3.0,14,3.1666666666666665,4.0
S0028,48,6,4,0,4,4,2,4,6,3,6,3,2,2,6,6,"S0525, S0963, S0278, S0239, S0710",7,3,2,2,2,3,4,3,4,2,2,3.2,3.5,3.5,18,4.166666666666667,4.5
S0029,45,2,1,1,3,2,4,7,6,6,7,5,2,2,2,1,"S0888, S0878, S0907, S0268, S0686, S0170, S0592, S0494, S0027, S0660, S0255, S0142",4,3,4,1,3,3,1,3,4,2,3,3.0,3.5,2.0,16,2.6666666666666665,1.75
S0030,65,1,2,1,7,5,2,0,6,7,6,2,6,4,6,1,"S0152, S0010, S0257, S0847, S0357, S0691, S0659, S0819",6,4,3,1,1,1,5,5,1,1,1,3.0,4.0,1.5,14,4.833333333333333,4.0
S0031,91,5,3,0,5,2,6,1,5,2,7,4,3,5,3,1,"S0911, S0307, S0172, S0317, S0900, S0667, S0499, S0411, S0458, S0255, S0497, S0186, S0223, S0304",4,2,2,3,3,4,4,4,1,2,1,2.8,4.75,4.5,16,3.0,2.75
S0032,58,4,5,0,2,7,4,3,4,4,7,7,3,7,7,1,"S0278, S0201, S0909, S0928, S0445, S0990, S0393",1,2,5,3,1,3,4,4,1,1,1,2.4,4.75,4.0,14,4.5,5.5
S0033,69,3,7,1,7,4,1,5,2,4,5,5,7,7,2,5,"S0267, S0341, S0514, S0291, S0651, S0986, S0246, S0355, S0297, S0834, S0781, S0397, S0830, S0243, S0201, S0168, S0046, S0224, S0190, S0941",1,2,5,5,3,4,3,4,4,3,1,3.2,5.0,5.0,19,4.333333333333333,4.5
S0034,100,6,4,0,2,2,4,10,5,6,3,2,2,6,6,5,"S0333, S0377, S0426, S0622, S0898, S0674",1,6,7,4,2,1,5,1,5,4,3,4.0,3.25,2.5,19,4.5,4.75
S0035,42,5,4,0,6,4,5,0,3,3,3,7,3,4,7,7,"S0186, S0515, S0002, S0374, S0762, S0638, S0200, S0946, S0344",2,6,1,2,6,3,4,3,2,4,3,3.4,3.75,5.0,19,4.333333333333333,5.5
S0036,83,6,1,0,2,1,5,9,6,5,7,5,1,7,1,7,"S0201, S0238, S0677, S0157, S0689, S0629, S0897, S0873",7,7,2,2,7,3,1,2,5,3,4,5.0,3.5,2.5,18,3.5,4.0
S0037,52,3,4,0,6,1,6,3,6,3,7,6,3,4,6,2,"S0008, S0773, S0698, S0473, S0069",4,5,3,2,1,4,4,2,5,3,2,3.0,5.0,3.5,20,3.3333333333333335,3.25
S0038,58,4,5,0,5,1,7,9,1,3,6,5,7,7,4,4,"S0126, S0793, S0370, S0328, S0912",2,3,5,1,7,2,2,5,5,3,2,3.6,6.25,6.0,19,3.8333333333333335,4.0
S0039,74,5,5,0,5,6,2,7,4,2,1,6,1,2,2,7,"S0946, S0300, S0497, S0596, S0084",1,6,7,3,4,2,2,2,3,5,4,4.2,2.25,5.0,18,3.6666666666666665,4.25
S0040,69,5,2,1,6,4,6,7,2,4,2,4,1,5,2,2,"S0413, S0432, S0520, S0324, S0661, S0938, S0061, S0423, S0256, S0162",3,5,4,7,3,3,5,2,3,2,4,4.4,2.75,5.0,19,3.3333333333333335,3.25
S0041,77,3,1,0,4,3,4,1,7,1,6,3,1,4,7,6,"S0140, S0411, S0889, S0573, S0490",3,7,3,3,7,1,5,5,1,5,5,4.6,3.0,4.0,22,5.0,5.0
S0042,63,4,3,0,7,1,5,4,6,6,1,5,2,5,1,3,"S0863, S0942, S0255, S0585, S0861, S0527, S0792, S0428, S0579, S0243",7,2,1,1,1,2,2,1,4,2,4,2.4,2.75,2.0,15,2.8333333333333335,2.5
S0043,95,3,3,0,7,3,2,2,7,4,1,2,6,2,3,7,"S0598, S0481, S0863, S0161, S0728, S0978",2,5,4,3,2,4,1,3,2,3,1,3.2,3.0,2.5,14,4.333333333333333,3.75
S0044,87,3,3,0,6,5,6,0,6,2,5,1,6,4,2,2,"S0327, S0607, S0730, S0854, S0306, S0516, S0331, S0005, S0026",7,7,1,7,5,4,5,1,4,4,3,5.4,5.0,4.0,21,4.166666666666667,3.25
S0045,46,5,6,0,3,7,3,7,7,1,1,5,2,3,4,2,"S0778, S0450, S0244, S0556, S0638, S0834",7,6,1,5,1,5,4,1,5,1,4,4.0,3.0,4.0,20,3.6666666666666665,4.0
S0046,70,3,6,0,3,4,1,8,5,4,4,7,3,6,3,7,"S0465, S0779, S0246, S0810, S0650, S0175, S0080, S0969",7,2,6,3,6,1,3,5,2,2,4,4.8,3.5,3.5,17,4.333333333333333,5.0
S0047,72,1,2,0,3,7,3,2,2,7,5,1,1,4,1,5,"S0960, S0266, S0709, S0576, S0257, S0085, S0284, S0571, S0118",4,7,7,7,6,5,1,1,5,5,1,6.2,2.75,3.5,18,5.166666666666667,4.25
S0048,50,3,7,0,5,2,3,1,6,4,4,1,5,3,5,1,,4,2,4,2,3,4,3,1,1,1,3,3.0,4.75,3.0,13,3.8333333333333335,2.75
S0049,69,3,5,0,3,5,1,5,1,2,1,2,4,7,5,6,"S0240, S0561, S0255, S0148, S0969, S0515, S0865",6,4,7,2,3,1,1,2,5,4,2,4.4,2.75,6.5,15,5.666666666666667,5.75
S0050,93,3,3,0,4,7,4,0,1,3,2,2,3,5,7,5,"S0818, S0888, S0768, S0303, S0734, S0651, S0135, S0697, S0110, S0652",5,4,3,6,2,2,1,3,5,2,5,4.0,3.0,6.0,18,5.833333333333333,6.0
S0051,57,3,4,0,1,4,7,9,4,1,4,2,3,3,3,6,"S0981, S0461, S0787, S0209, S0216, S0996",5,5,4,2,2,2,4,2,4,3,1,3.6,4.5,5.5,16,4.5,4.0
S0052,71,1,5,0,5,4,3,5,7,6,2,1,4,4,4,1,"S0803, S0230, S0270, S0727, S0161",1,3,5,3,6,5,3,3,2,5,3,3.6,3.5,1.5,21,4.5,3.25
S0053,60,6,7,0,1,3,4,4,2,1,6,7,6,7,1,4,"S0467, S0051, S0661, S0700, S0685, S0879, S0317, S0353, S0274",1,4,2,5,1,5,2,5,3,5,3,2.6,5.75,6.5,23,3.0,3.75
S0054,39,2,6,0,4,4,3,0,1,3,4,5,2,2,7,6,"S0366, S0912, S0516, S0714, S0987, S0509, S0404, S0321, S0472, S0710, S0803, S0224, S0415, S0523, S0066",4,1,3,1,5,4,3,5,5,2,2,2.8,3.75,6.0,21,4.666666666666667,4.75
S0055,50,7,7,0,6,3,4,1,1,6,4,5,7,3,6,7,"S0080, S0454, S0982, S0698, S0152",7,4,5,1,5,5,2,1,1,3,3,4.4,5.5,4.5,15,3.8333333333333335,4.75
S0056,38,5,4,0,7,7,1,1,3,4,1,3,2,6,5,5,"S0400, S0495, S0392, S0119, S0782, S0974, S0171, S0266, S0788, S0893",5,6,5,5,3,3,2,3,4,1,3,4.8,2.0,4.5,16,5.166666666666667,5.75
S0057,37,5,1,0,2,6,1,1,3,3,3,6,6,1,4,6,"S0007, S0899, S0373, S0712, S0992, S0383, S0123, S0645, S0319, S0049",5,5,2,4,2,1,4,2,4,3,5,3.6,2.75,5.0,19,3.6666666666666665,4.25
S0058,74,7,2,0,7,6,7,3,5,5,1,4,7,2,3,1,"S0879, S0965, S0329, S0920, S0575, S0103, S0779, S0693",6,7,7,6,7,4,2,1,2,5,2,6.6,4.25,3.0,16,2.8333333333333335,3.0
S0059,33,6,7,0,5,5,3,6,3,2,7,4,7,3,4,6,"S0981, S0110, S0146, S0004, S0158",2,7,4,2,2,3,4,2,5,1,5,3.4,6.0,5.5,20,4.0,4.5
S0060,93,4,1,0,5,3,6,4,4,1,1,2,4,5,5,7,"S0785, S0168, S0808, S0710, S0330, S0102, S0030",6,2,1,3,5,1,2,4,3,2,4,3.4,3.0,5.5,16,5.0,5.0
S0061,67,5,5,0,7,6,7,7,2,7,4,4,7,5,4,5,"S0653, S0023, S0855, S0274",3,1,5,4,3,4,1,4,1,1,4,3.2,5.75,3.5,15,4.5,5.0
S0062,42,3,6,0,3,6,7,8,1,6,3,3,1,7,1,1,"S0348, S0961, S0052, S0743",3,7,1,5,6,4,2,3,4,5,5,4.4,4.25,4.5,23,4.166666666666667,3.75
S0063,68,3,6,1,7,5,3,3,4,4,7,6,6,4,3,4,"S0502, S0805, S0648, S0578, S0873, S0560, S0661, S0936",5,7,1,3,2,2,1,2,1,2,4,3.6,5.5,4.0,12,3.8333333333333335,4.0
S0064,64,3,5,0,1,7,7,4,2,1,6,6,4,1,1,6,"S0231, S0718, S0391, S0977, S0983, S0589, S0860, S0015, S0405",5,3,3,2,1,2,1,3,5,4,4,2.8,5.5,6.5,19,3.6666666666666665,3.75
S0065,90,7,3,0,2,4,6,2,7,5,5,1,7,3,4,3,"S0128, S0242, S0597, S0323, S0588, S0208, S0682, S0325, S0792, S0593, S0200, S0856, S0707, S0742, S0476, S0480, S0612, S0882",3,3,7,1,4,3,2,2,5,5,4,3.6,5.25,2.0,21,3.6666666666666665,3.5
S0066,72,3,7,0,6,4,3,0,2,1,6,3,6,4,4,4,"S0065, S0669, S0059, S0834, S0474, S0745, S0370, S0158, S0899",6,6,5,6,1,1,3,3,4,4,5,4.8,5.5,6.5,20,4.333333333333333,4.0
S0067,66,6,4,0,1,6,6,5,1,1,3,2,6,6,7,2,"S0471, S0316, S0977, S0588, S0493, S0772, S0007, S0472",4,3,5,2,6,5,5,2,3,1,2,4.0,4.75,7.0,18,4.833333333333333,5.25
S0068,48,1,6,0,6,5,4,2,7,7,6,3,6,5,1,6,"S0769, S0624, S0056, S0091, S0074",2,4,5,3,6,3,3,4,4,4,5,4.0,5.5,1.0,23,4.833333333333333,4.25
S0069,88,4,7,1,2,5,5,6,1,5,3,6,5,4,7,5,"S0072, S0762, S0033, S0494, S0995, S0808, S0153, S0091, S0629, S0658",2,7,1,2,2,4,2,1,2,1,5,2.8,5.0,5.0,15,4.5,5.25
S0070,30,5,5,0,4,4,5,4,4,5,1,2,1,3,1,3,"S0453, S0280, S0667, S0963, S0817, S0249, S0860, S0369, S0321, S0787",5,4,4,2,5,5,3,3,1,3,1,4.0,3.0,3.5,16,3.3333333333333335,2.75
S0071,62,4,2,0,7,3,2,0,7,2,4,3,4,4,3,7,"S0389, S0335, S0222, S0239, S0314, S0641",6,2,6,1,6,1,5,1,1,4,5,4.2,3.0,3.5,17,4.333333333333333,4.25
S0072,85,5,6,0,3,6,5,6,6,5,2,7,6,3,3,3,"S0382, S0007, S0697, S0128, S0331, S0273, S0927, S0537",4,4,6,3,5,4,2,3,4,5,3,4.4,4.75,2.5,21,3.1666666666666665,3.75
S0073,63,6,1,0,3,3,1,5,5,3,5,5,6,1,1,6,"S0680, S0602, S0729, S0806, S0479, S0642, S0747, S0127, S0897",7,3,2,7,5,5,1,1,2,1,2,4.8,3.25,4.0,12,2.6666666666666665,2.75
S0074,29,3,2,1,6,7,5,0,5,3,1,7,2,6,5,2,"S0279, S0749, S0643, S0584, S0325, S0191, S0053, S0498, S0926, S0750, S0969, S0748, S0087, S0670, S0948",1,4,6,7,1,2,4,4,1,2,5,3.8,2.5,4.0,18,4.333333333333333,5.0
S0075,73,3,2,0,2,7,7,6,4,7,3,7,7,4,1,7,"S0667, S0378, S0539, S0663, S0962, S0753, S0919, S0922",2,6,6,7,7,3,5,5,5,3,4,5.6,4.75,2.5,25,4.166666666666667,4.75
S0076,100,2,4,0,1,3,6,8,7,5,6,4,4,7,1,2,,4,6,6,1,6,2,1,3,3,3,3,4.6,5.0,2.0,15,3.8333333333333335,3.25
S0077,100,7,6,0,2,2,7,6,1,3,1,2,5,4,3,5,"S0235, S0991, S0051, S0625, S0455, S0978, S0091, S0100",2,4,7,3,7,2,3,5,5,4,1,4.6,4.75,6.0,20,3.5,3.5
S0078,40,5,7,0,4,5,5,2,6,4,2,4,4,5,6,6,"S0201, S0872, S0054, S0946, S0156",4,7,7,3,4,5,5,3,5,1,4,5.0,4.5,3.0,23,4.833333333333333,5.5
S0079,44,2,5,0,1,3,1,8,4,5,3,7,3,3,7,7,"S0624, S0037, S0970, S0228, S0408, S0196, S0551, S0107, S0206, S0250, S0907, S0645, S0813, S0780, S0532, S0895, S0379",3,7,3,3,5,5,3,4,5,5,4,4.2,3.0,3.5,26,4.5,5.0
S0080,94,6,5,1,2,3,2,4,1,6,2,3,4,1,4,1,"S0067, S0258, S0131, S0907, S0533, S0434, S0276",5,6,1,5,2,1,4,1,1,1,5,3.8,3.25,4.5,13,2.6666666666666665,2.25
S0081,61,3,6,1,7,5,7,4,2,2,5,2,7,7,2,7,"S0493, S0453, S0338, S0227, S0910, S0128, S0944, S0712",5,6,2,3,5,5,1,3,1,5,2,4.2,6.25,6.0,17,5.333333333333333,5.25
S0082,62,7,7,1,5,5,4,2,6,7,5,4,2,1,2,7,"S0758, S0637, S0807, S0039, S0338, S0314, S0145, S0176",3,2,7,7,5,1,2,2,5,3,1,4.8,4.5,1.5,14,3.3333333333333335,3.75
S0083,21,2,7,0,2,7,5,6,4,4,2,1,2,5,2,5,"S0889, S0485, S0900, S0290",7,1,7,2,2,1,5,4,4,5,2,3.8,4.0,4.0,21,5.333333333333333,4.75
S0084,59,2,3,0,7,5,7,5,3,5,6,6,6,1,4,4,,3,2,6,2,5,3,3,1,3,2,2,3.6,5.5,4.0,14,3.6666666666666665,3.5
S0085,74,3,5,0,1,3,3,5,1,5,5,7,6,4,5,7,"S0021, S0557, S0072, S0776, S0829",4,7,7,5,1,4,3,4,4,1,1,4.8,4.75,5.0,17,4.166666666666667,4.75
S0086,100,1,2,0,3,2,5,8,6,5,1,6,7,2,4,7,"S0813, S0492, S0443, S0917, S0316, S0036, S0094, S0030, S0654, S0191",6,6,4,1,1,4,2,1,4,4,4,3.6,3.75,2.5,19,4.0,3.75
S0087,45,6,5,0,2,1,7,6,4,5,6,7,7,6,4,1,"S0847, S0468, S0472, S0617, S0792, S0594, S0876, S0385, S0108, S0243, S0273, S0528",2,5,1,5,2,1,5,5,3,2,3,3.0,6.25,3.5,19,2.5,3.0
S0088,100,4,2,0,6,4,5,6,5,1,7,4,3,2,5,7,"S0089, S0258, S0468, S0103",2,2,3,5,7,3,1,3,5,3,3,3.8,4.25,5.0,18,4.333333333333333,4.5
S0089,95,1,3,0,6,1,6,10,3,7,1,7,4,4,1,1,"S0142, S0724, S0226, S0797, S0733, S0720, S0666, S0461",7,6,4,6,4,5,2,5,3,4,1,5.4,3.5,3.0,20,2.5,1.75
S0090,83,1,7,0,5,4,1,7,6,7,5,3,2,5,5,1,"S0125, S0543, S0864, S0334, S0168, S0303, S0697, S0208, S0895",4,5,7,6,3,1,5,1,5,5,5,5.0,3.75,1.5,22,4.5,3.75
S0091,79,2,2,0,1,2,7,1,3,2,4,4,3,5,4,6,"S0615, S0334, S0649, S0530",1,4,1,6,3,2,1,3,1,4,2,3.0,4.0,5.5,13,4.5,4.25
S0092,61,6,6,0,5,5,5,7,7,2,2,3,2,6,2,4,"S0057, S0498, S0455, S0370, S0072, S0984",6,2,3,3,4,5,4,2,1,4,3,3.6,3.75,3.5,19,4.0,4.25
S0093,30,7,4,0,5,1,5,7,4,6,6,2,2,1,5,5,"S0280, S0034, S0304, S0876, S0327, S0557, S0329, S0110, S0415, S0731",1,7,1,3,2,5,3,2,2,2,2,2.8,4.25,3.0,16,3.1666666666666665,3.0
S0094,31,2,6,0,2,4,4,0,7,7,2,2,7,1,6,6,"S0998, S0626, S0986, S0979, S0969",5,2,2,1,5,5,4,2,4,5,1,3.0,4.75,1.0,21,4.833333333333333,4.25
S0095,72,2,1,0,4,3,1,7,1,3,5,7,5,3,5,2,"S0864, S0178, S0331, S0057",1,1,4,5,3,1,5,5,5,2,3,2.8,3.0,6.0,21,3.3333333333333335,3.25
S0096,34,5,3,1,7,3,1,1,5,1,5,2,5,6,3,6,"S0351, S0786, S0483, S0411",1,6,5,3,4,3,2,1,1,3,4,3.8,3.5,5.0,14,4.5,4.5
S0097,50,6,6,0,5,5,4,4,7,4,2,7,4,3,7,6,"S0270, S0622, S0745, S0884, S0808",6,6,2,3,3,2,5,5,4,1,1,4.0,4.0,2.5,18,4.0,5.25
S0098,19,4,7,0,6,4,3,7,1,3,7,6,2,4,6,2,,6,5,2,5,2,3,2,3,1,1,2,4.0,4.75,6.0,12,3.6666666666666665,4.0
S0099,44,4,2,1,4,6,2,3,6,4,5,1,7,4,6,1,"S0633, S0226, S0522, S0395, S0304, S0588, S0102",4,3,2,2,4,1,4,2,2,1,5,3.0,4.0,3.0,15,4.666666666666667,4.25
S0100,1,5,4,1,4,1,6,1,4,1,3,2,6,1,2,4,"S0804, S0162, S0681, S0523, S0473, S0975",1,2,5,2,6,4,5,2,4,1,4,3.2,4.75,5.5,20,2.8333333333333335,2.0
S0101,91,6,1,0,2,3,1,10,7,4,4,7,3,5,6,4,"S0575, S0119, S0413, S0590, S0690, S0953, S0918, S0589",5,7,3,3,3,1,1,3,3,2,2,4.2,2.25,2.5,12,3.5,4.5
S0102,83,7,6,0,5,5,4,6,3,5,3,4,2,2,4,7,"S0999, S0961, S0461, S0207, S0427, S0034, S0337",6,1,2,1,2,4,3,2,2,4,5,2.4,3.75,4.0,20,3.8333333333333335,4.5
S0103,77,3,6,0,5,7,4,10,1,3,6,6,4,4,1,5,"S0398, S0847, S0804, S0850",6,6,5,1,1,5,3,2,3,4,4,3.8,5.0,6.0,21,4.0,4.25
S0104,97,6,5,0,7,1,3,5,3,5,4,2,5,4,2,7,"S0951, S0933, S0094, S0940, S0023, S0262, S0934, S0550",4,1,4,4,2,1,3,4,3,4,1,3.0,4.25,4.0,16,3.6666666666666665,3.5
S0105,100,2,5,0,1,4,2,6,1,1,6,7,6,3,7,1,"S0575, S0918, S0509, S0862, S0251, S0721, S0796, S0873, S0884, S0057",1,5,5,4,1,2,3,1,2,2,2,3.2,4.75,7.0,12,3.6666666666666665,3.75
S0106,84,7,5,1,6,1,7,3,5,3,6,4,1,6,2,2,"S0021, S0538, S0014, S0636, S0939",7,5,2,5,2,2,2,4,5,4,1,4.2,4.75,4.0,18,2.6666666666666665,2.75
S0107,100,3,7,0,6,1,1,8,5,1,4,6,5,1,2,6,"S0970, S0634, S0869, S0433, S0018",4,4,2,6,3,5,2,1,5,5,2,3.8,4.25,5.0,20,2.8333333333333335,2.5
S0108,56,4,5,0,5,1,5,2,1,4,4,2,2,6,3,5,"S0208, S0033, S0084, S0071, S0849, S0156",4,3,1,2,1,4,4,5,1,2,4,2.2,4.0,5.5,20,4.166666666666667,3.75
S0109,90,1,1,0,2,4,5,2,6,3,3,3,6,2,2,1,"S0144, S0176, S0588, S0048",2,2,4,7,1,2,1,3,1,2,1,3.2,3.75,3.5,10,3.5,2.25
S0110,29,1,7,0,6,2,7,4,5,7,1,6,1,5,5,7,"S0079, S0986, S0828, S0957, S0303, S0990, S0674, S0193, S0141",2,6,5,2,2,4,3,5,2,5,4,3.4,4.0,2.0,23,4.666666666666667,4.75
S0111,34,4,4,0,7,5,2,8,3,5,6,7,1,5,6,7,"S0324, S0039, S0956, S0288, S0536, S0423, S0379, S0078, S0802",5,5,5,2,3,3,2,4,2,5,3,4.0,3.25,4.0,19,4.666666666666667,5.75
S0112,27,1,7,1,6,1,6,9,5,2,3,3,5,1,3,2,"S0886, S0534, S0606, S0542, S0798, S0116, S0697, S0444, S0365, S0407, S0694, S0110, S0166, S0449, S0610, S0844, S0154, S0341, S0332, S0517",7,6,7,4,3,4,3,4,1,4,5,5.4,5.25,4.5,21,3.1666666666666665,1.75
S0113,84,2,2,0,5,3,2,9,6,4,4,1,7,5,3,3,"S0806, S0456, S0890, S0245, S0695, S0624, S0740, S0032, S0391, S0994",3,6,1,2,4,5,1,1,2,1,5,3.2,3.75,3.0,15,4.5,3.5
S0114,49,3,5,0,3,3,3,7,6,1,2,7,2,7,4,3,"S0860, S0105, S0086, S0240, S0200, S0235, S0090, S0210, S0993, S0160, S0888",1,2,4,1,4,2,1,1,1,3,2,2.4,3.0,4.5,10,3.8333333333333335,4.25
S0115,34,2,3,0,4,5,2,2,1,4,5,4,1,6,1,5,"S0613, S0816, S0171, S0594, S0073",6,5,7,1,1,5,5,4,4,2,5,4.0,2.75,5.5,25,4.5,4.25
S0116,69,7,6,0,7,1,6,0,5,6,1,1,1,1,1,2,,7,3,7,4,5,3,4,4,1,2,1,5.2,3.5,2.5,15,2.1666666666666665,1.25
S0117,64,3,6,0,5,3,2,7,3,6,6,5,4,2,5,2,"S0140, S0589, S0359, S0718, S0691, S0195",1,7,6,3,5,1,5,1,5,1,1,4.4,4.5,3.5,14,3.3333333333333335,3.0
