StudentID,Academic_Performance,isolated,WomenDifferent,language,COVID,criticises,MenBetterSTEM,pwi_wellbeing,Intelligence1,Intelligence2,Soft,opinion,Nerds,comfortable,future,bullying,Manbox5_1,Manbox5_2,Manbox5_3,Manbox5_4,Manbox5_5,k6_1,k6_2,k6_3,k6_4,k6_5,k6_6,Manbox5_overall,Masculinity_contrained,GrowthMindset,k6_overall,School_support_engage,Friends,Friends_Count
S0016,75,6,2,1,6,3,4,8,7,5,3,1,1,1,5,3,4,5,3,6,6,3,3,2,1,4,5,4.8,2.5,2.0,18,3.75,"S0102, S0270, S0519, S0538, S0141",5
S0017,80,6,3,0,3,1,4,10,3,5,2,4,5,2,2,5,7,1,1,7,2,2,1,3,3,2,3,3.6,3.5,4.0,14,2.5,"S0294, S0207, S0485, S0529",4
S0018,58,1,5,0,6,5,7,2,5,3,7,1,2,5,3,1,7,2,4,2,1,1,1,2,1,2,2,3.2,5.25,4.0,9,5.5,"S0091, S0758, S0518, S0209, S0745, S0413",6
S0019,55,7,2,0,4,4,2,9,6,3,4,2,7,7,7,5,1,7,6,5,7,2,2,1,4,2,2,5.2,3.75,3.5,13,5.25,"S0635, S0853, S0219, S0787, S0201",5
S0020,41,7,4,0,7,7,1,1,5,2,4,3,6,4,3,2,5,6,3,1,6,1,2,4,1,4,4,4.2,3.75,4.5,16,3.25,"S0479, S0746, S0674, S0555, S0180, S0545",6
S0021,100,3,4,0,4,5,3,2,1,2,7,1,5,6,6,1,5,5,6,2,1,4,5,3,4,1,2,3.8,4.75,6.5,19,6.0,"S0486, S0772, S0667, S0682, S0680",5
S0022,65,6,1,0,2,1,5,10,1,7,4,5,2,6,5,5,3,4,2,4,2,5,2,3,3,5,4,3.0,3.0,4.0,22,4.0,"S0689, S0093, S0331, S0267, S0563, S0826",6
S0023,73,2,7,1,7,3,2,8,3,7,3,7,4,2,2,4,4,6,3,3,3,3,3,4,1,5,5,3.8,4.0,3.0,21,2.75,,0
S0024,65,1,3,0,5,7,2,10,4,1,4,3,2,7,2,5,2,7,1,2,1,2,5,1,2,2,2,2.6,2.75,5.5,14,5.25,"S0864, S0680",2
S0025,73,4,2,1,4,6,1,8,7,6,7,7,6,1,7,6,2,3,3,5,1,1,1,3,3,5,1,2.8,4.0,1.5,14,3.25,"S0385, S0821",2
S0026,84,7,2,1,3,7,3,7,4,1,2,2,3,4,1,6,3,4,7,1,7,1,5,4,4,2,5,4.4,2.5,5.5,21,3.0,S0377,1
S0027,86,6,1,0,6,4,6,6,1,6,3,4,4,4,4,3,7,5,1,5,3,4,4,5,4,1,2,4.2,3.5,4.5,20,3.5,"S0768, S0888, S0349, S0418, S0184",5
S0028,86,5,2,0,2,5,6,5,2,1,4,4,2,7,7,4,3,7,6,7,4,5,2,1,3,1,2,5.4,3.5,6.5,14,5.25,"S0270, S0306, S0609, S0033, S0360, S0521",6
S0029,57,7,6,0,1,7,2,8,5,1,2,5,7,2,5,6,4,3,7,7,6,4,5,1,1,4,1,5.4,4.25,5.0,16,2.75,"S0790, S0773, S0205, S0475, S0004, S0139, S0166",7
S0030,62,6,1,0,1,3,3,6,3,2,4,4,4,2,7,7,2,5,3,6,4,5,5,4,2,2,5,4.0,3.0,5.5,23,3.75,"S0750, S0551, S0679, S0755, S0620, S0716",6
S0031,95,4,7,0,2,2,2,0,1,7,2,3,3,6,7,4,1,4,7,6,3,1,5,2,3,2,3,4.2,3.5,4.0,16,5.5,"S0571, S0176, S0539, S0081",4
S0032,54,1,3,1,3,3,1,9,5,2,4,5,6,3,5,7,6,7,6,7,1,4,1,3,5,2,3,5.4,3.5,4.5,18,4.5,"S0499, S0476",2
S0033,66,4,2,0,5,7,1,10,4,3,3,1,4,6,2,4,1,3,2,5,4,1,3,1,4,5,3,3.0,2.5,4.5,17,4.75,S0971,1
S0034,47,2,7,0,5,3,2,6,3,1,5,3,7,1,3,7,2,6,6,6,4,3,4,3,1,3,1,4.8,5.25,6.0,15,3.75,"S0378, S0133",2
S0035,47,6,3,0,2,1,3,7,3,6,4,5,5,5,4,6,6,2,3,2,4,1,5,4,1,1,4,3.4,3.75,3.5,16,3.5,"S0827, S0028, S0306",3
S0036,71,6,7,0,6,1,4,0,4,1,7,3,7,6,1,7,2,6,5,4,3,5,3,3,1,4,5,4.0,6.25,5.5,21,3.5,"S0860, S0469, S0077, S0570",4
S0037,51,6,3,0,3,7,4,1,1,1,2,6,6,5,4,7,7,2,7,4,5,2,5,1,1,2,3,5.0,3.75,7.0,14,3.25,"S0217, S0474, S0982, S0342, S0701, S0887, S0491",7
S0038,53,1,4,0,5,4,6,9,2,3,4,1,5,6,6,2,7,4,7,1,3,5,4,3,2,3,5,4.4,4.75,5.5,22,6.5,S0831,1
S0039,92,6,7,1,5,3,7,7,7,7,3,5,7,6,1,7,3,1,6,6,3,3,1,3,2,1,4,3.8,6.0,1.0,14,3.0,,0
S0040,58,5,4,1,4,7,3,5,5,5,6,1,3,4,2,1,4,7,4,7,1,5,5,3,3,1,1,4.6,4.0,3.0,18,4.0,"S0703, S0584, S0491",3
S0041,87,1,5,0,5,5,1,5,2,5,7,4,7,6,3,7,4,7,4,2,7,5,4,4,2,4,5,4.8,5.0,4.5,24,5.0,"S0095, S0944, S0317",3
S0042,70,7,6,0,1,1,2,7,6,4,7,3,6,4,6,4,5,5,6,2,4,2,4,3,2,2,4,4.4,5.25,3.0,17,4.0,S0491,1
S0043,68,7,3,0,1,4,6,6,3,4,5,4,2,5,5,2,7,6,2,3,4,4,1,4,3,5,1,4.4,4.0,4.5,18,3.75,"S0217, S0657, S0093, S0695, S0685",5
S0044,58,7,6,0,1,3,6,4,5,2,3,1,4,3,7,1,6,4,3,7,7,1,2,2,1,3,3,5.4,4.75,4.5,12,4.5,"S0143, S0672, S0818, S0159, S0932, S0074",6
S0045,59,4,2,0,7,3,1,3,3,1,2,4,7,2,7,5,6,1,4,7,7,4,5,4,4,4,1,5.0,3.0,6.0,22,4.25,"S0546, S0954, S0910",3
S0046,59,5,7,0,2,6,3,3,1,6,5,3,1,7,6,5,3,4,2,3,7,5,3,2,5,1,5,3.8,4.0,4.5,21,5.25,,0
S0047,71,5,1,1,5,3,2,8,3,4,3,7,6,1,3,3,3,5,7,4,7,4,4,1,4,2,5,5.2,3.0,4.5,20,2.0,"S0835, S0663, S0846",3
S0048,79,5,3,0,5,1,4,10,5,1,1,3,4,3,6,1,4,4,3,2,7,1,1,3,5,1,2,4.0,3.0,5.0,13,4.25,"S0862, S0274, S0380, S0817, S0786",5
S0049,63,6,2,0,3,2,6,6,3,7,3,7,3,5,2,1,6,7,3,3,4,5,2,4,5,5,5,4.6,3.5,3.0,26,2.5,"S0048, S0648, S0792, S0250, S0311",5
S0050,55,3,6,0,6,1,5,9,4,6,7,2,7,1,2,7,6,2,3,5,5,3,5,4,3,2,1,4.2,6.25,3.0,18,3.5,"S0495, S0822",2
S0051,47,4,5,1,7,7,6,0,2,5,3,7,2,3,6,4,4,6,3,3,3,1,3,2,2,2,5,3.8,4.0,4.5,15,3.5,"S0814, S0150, S0375",3
S0052,53,5,2,0,3,5,5,9,1,6,7,7,7,6,3,6,5,2,5,5,7,4,2,5,1,3,5,4.8,5.25,4.5,20,3.25,"S0636, S0897",2
S0053,96,4,3,1,6,1,7,3,7,4,1,7,3,4,4,1,1,7,5,5,5,3,3,1,1,5,1,4.6,3.5,2.5,14,3.25,S0510,1
S0054,89,4,6,0,6,1,6,5,7,3,6,6,1,4,7,2,7,4,3,2,2,5,1,3,2,2,1,3.6,4.75,3.0,14,4.25,"S0964, S0909, S0231, S0856, S0831, S0877",6
S0055,66,1,1,0,3,7,4,2,7,4,7,7,2,6,6,4,5,1,3,3,5,2,1,5,3,1,3,3.4,3.5,2.5,15,5.0,S0195,1
S0056,57,7,6,0,6,5,5,5,1,6,6,3,5,6,3,7,2,3,5,6,2,2,3,2,3,1,3,3.6,5.5,4.5,14,3.75,"S0103, S0933, S0560, S0971, S0028, S0729",6
S0057,42,3,5,0,7,1,7,9,7,3,2,4,2,3,2,6,7,5,5,5,4,4,1,3,3,1,3,5.2,4.0,3.0,15,3.5,"S0338, S0330, S0119, S0319, S0971",5
S0058,37,1,3,0,7,6,1,0,5,6,2,6,1,6,2,5,2,5,5,1,7,2,2,4,1,4,5,4.0,1.75,2.5,18,4.25,"S0953, S0443, S0082, S0988, S0307",5
S0059,52,3,7,0,1,1,3,1,6,7,3,1,4,5,7,3,7,2,4,6,6,3,1,1,5,3,4,5.0,4.25,1.5,17,6.0,,0
S0060,78,3,1,0,4,2,2,1,5,2,6,7,5,2,5,6,7,3,1,6,5,3,5,3,5,5,3,4.4,3.5,4.5,24,3.25,"S0435, S0803, S0877, S0834, S0636, S0415",6
S0061,66,6,5,0,2,3,7,8,7,4,5,3,6,7,6,1,6,1,5,6,6,4,5,4,4,3,3,4.8,5.75,2.5,23,5.0,"S0144, S0768, S0587",3
S0062,97,7,6,0,2,2,2,0,2,5,1,7,6,4,2,7,1,2,2,7,1,5,2,3,1,5,3,2.6,3.75,4.5,19,2.0,"S0286, S0961, S0999, S0225, S0856, S0121, S0222",7
S0063,54,3,1,0,2,7,7,6,3,3,7,3,6,3,1,2,6,2,7,5,6,5,4,2,3,3,1,5.2,5.25,5.0,18,3.5,"S0132, S0884, S0987, S0077, S0165, S0098",6
S0064,90,3,1,0,3,3,7,8,7,1,6,4,2,6,3,4,6,2,3,6,3,4,2,5,2,2,1,4.0,4.0,4.0,16,4.5,"S0005, S0278, S0255, S0145",4
S0065,52,7,5,0,1,4,4,4,4,2,3,7,4,4,6,7,4,2,6,5,6,5,4,5,4,3,1,4.6,4.0,5.0,22,3.0,"S0275, S0764, S0113, S0488, S0645",5
S0066,81,3,3,0,4,4,4,6,4,2,5,3,3,1,1,2,2,6,5,3,2,3,4,4,1,4,4,3.6,3.75,5.0,20,3.0,,0
S0067,61,6,3,0,7,2,6,3,5,3,7,2,1,1,1,2,4,7,3,5,5,2,3,5,2,4,4,4.8,4.25,4.0,20,2.5,"S0660, S0777, S0024, S0195, S0713",5
S0068,81,4,5,0,6,2,2,9,6,5,4,1,4,6,5,5,2,1,1,3,1,1,1,2,3,3,3,1.6,3.75,2.5,13,5.5,"S0537, S0223, S0444, S0595, S0614",5
S0069,61,7,7,0,6,1,6,1,4,4,3,3,1,4,7,3,2,3,5,3,6,1,5,2,2,2,2,3.8,4.25,4.0,14,4.25,"S0663, S0575",2
S0070,81,5,1,0,7,5,4,6,5,5,1,1,5,7,3,4,3,3,5,6,5,4,3,5,4,2,4,4.4,2.75,3.0,22,5.0,"S0682, S0147, S0637, S0655",4
S0071,62,1,6,0,2,7,3,0,6,4,3,1,1,1,2,2,6,2,5,3,6,2,4,5,5,5,3,4.4,3.25,3.0,24,4.25,,0
S0072,90,1,6,0,3,2,2,4,2,7,5,6,2,3,5,5,2,5,6,5,7,1,4,4,3,3,5,5.0,3.75,3.5,20,4.25,"S0149, S0021, S0240",3
S0073,93,5,4,0,4,6,1,7,3,4,3,4,1,6,7,5,1,4,7,2,7,3,5,2,2,1,5,4.2,2.25,4.5,18,5.0,"S0614, S0730, S0857, S0645, S0776, S0743",6
S0074,59,4,3,0,5,5,4,0,4,3,6,5,5,1,1,7,1,7,3,3,7,1,2,3,2,1,2,4.2,4.5,4.5,11,2.25,"S0717, S0082, S0394, S0211, S0284, S0811",6
S0075,70,4,5,1,1,1,3,5,3,2,5,5,3,2,3,4,1,3,5,3,6,5,2,1,5,2,2,3.6,4.0,5.5,17,3.0,S0892,1
S0076,70,7,1,0,6,3,6,9,7,7,1,7,4,5,1,3,5,6,5,4,7,3,4,2,3,3,1,5.4,3.0,1.0,16,2.0,"S0364, S0225, S0326, S0269, S0934, S0154",6
S0077,69,5,6,1,7,7,1,9,1,3,6,6,5,7,5,6,4,5,6,3,2,2,1,5,3,1,2,4.0,4.5,6.0,14,4.25,"S0242, S0963, S0744, S0912, S0283, S0707",6
S0078,68,4,6,0,5,4,1,4,5,3,7,7,4,7,2,7,7,2,5,4,7,2,3,2,1,4,5,5.0,4.5,4.0,17,3.5,"S0689, S0303",2
S0079,92,7,4,1,2,4,4,2,2,4,5,6,2,1,2,5,7,4,7,4,6,5,5,3,1,1,3,5.6,3.75,5.0,18,1.5,,0
S0080,96,6,6,0,3,5,4,10,2,7,5,1,6,2,3,5,4,7,2,2,6,5,4,2,2,5,1,4.2,5.25,3.5,19,3.5,"S0927, S0588, S0694, S0857",4
S0081,75,5,7,0,2,2,6,0,2,6,1,7,4,2,4,6,6,5,5,3,2,5,4,2,2,3,2,4.2,4.5,4.0,18,2.5,"S0999, S0468",2
S0082,75,5,6,0,2,2,6,9,4,7,6,1,3,7,5,1,4,2,3,4,2,3,5,3,2,2,3,3.0,5.25,2.5,18,5.5,"S0834, S0273, S0775, S0848, S0663",5
S0083,62,3,4,0,6,3,7,7,6,2,7,1,6,1,7,7,5,7,6,3,7,2,3,4,3,4,5,5.6,6.0,4.0,21,5.0,"S0915, S0204, S0768, S0760, S0169, S0924, S0383",7
S0084,74,1,6,0,4,2,1,6,6,1,2,1,1,6,6,3,6,1,6,7,5,2,4,5,2,1,1,5.0,2.5,4.5,15,6.5,"S0470, S0382, S0939, S0444, S0682, S0425",6
S0085,54,4,1,0,7,5,5,2,3,6,4,3,6,6,7,4,2,1,6,1,5,1,1,3,2,4,5,3.0,4.0,3.5,16,5.5,"S0403, S0700, S0325, S0186",4
S0086,65,5,4,1,1,6,2,9,3,2,6,5,2,4,5,6,7,2,6,1,1,4,2,3,4,5,5,3.4,3.5,5.5,23,3.75,"S0198, S0602",2
S0087,65,4,7,0,6,7,5,0,2,6,6,7,6,2,5,3,7,2,2,1,7,2,5,2,3,2,1,3.8,6.0,4.0,15,3.0,"S0450, S0228, S0005, S0086, S0988, S0096, S0956",7
S0088,50,7,4,0,7,7,6,3,3,2,2,3,4,2,3,6,1,7,3,1,6,2,3,4,4,2,5,3.6,4.0,5.5,20,2.75,"S0580, S0145, S0205, S0600, S0082, S0059, S0621",7
S0089,72,3,4,0,4,1,5,10,3,7,5,4,5,5,7,3,6,3,4,2,1,1,1,4,4,2,1,3.2,4.75,3.0,13,5.25,"S0868, S0558, S0395, S0326, S0021, S0055, S0717",7
S0090,67,6,7,0,5,4,6,10,5,7,4,1,3,2,6,3,7,6,5,1,7,1,3,3,3,3,4,5.2,5.0,2.0,17,4.25,"S0867, S0336, S0807, S0189, S0447",5
S0091,56,4,5,1,7,6,1,0,1,3,7,7,6,1,5,6,7,7,1,3,6,3,5,1,5,2,5,4.8,4.75,6.0,21,2.75,"S0613, S0970, S0066",3
S0092,71,5,4,0,6,6,1,10,7,1,2,7,2,1,4,3,5,6,2,3,1,1,5,4,2,5,5,3.4,2.25,4.0,22,2.25,"S0357, S0073, S0621",3
S0093,62,4,4,0,5,3,2,8,6,7,2,3,5,5,4,6,6,2,3,5,7,1,1,5,3,5,4,4.6,3.25,1.5,19,4.5,"S0089, S0790, S0533, S0341, S0978, S0156, S0899",7
S0094,100,6,5,0,3,2,1,0,1,5,5,5,4,3,6,5,7,6,4,2,4,4,5,2,3,4,2,4.6,3.75,5.0,20,3.5,"S0653, S0305, S0613, S0212, S0644, S0488, S0277",7
S0095,93,2,4,0,2,5,5,0,3,3,6,4,7,5,7,4,3,2,1,7,2,2,3,3,1,1,4,3.0,5.5,5.0,14,5.5,"S0228, S0342, S0901",3
S0096,75,1,5,0,1,1,3,2,2,7,2,5,5,2,6,1,4,3,7,5,4,4,4,2,3,4,1,4.6,3.75,3.5,18,4.5,"S0344, S0394",2
S0097,77,3,3,0,5,6,5,10,5,1,1,2,7,5,6,2,3,1,5,1,2,4,3,4,1,4,5,2.4,4.0,5.0,21,5.5,"S0860, S0921, S0778",3
S0098,72,1,4,0,6,1,7,4,3,6,6,7,4,3,7,2,6,1,1,6,4,5,2,2,1,1,3,3.6,5.25,3.5,14,4.5,"S0072, S0306, S0693, S0432",4
S0099,64,7,3,0,3,3,7,7,4,3,4,5,7,3,7,7,5,7,1,5,1,5,3,3,5,2,3,3.8,5.25,4.5,21,3.5,"S0144, S0618, S0277, S0870",4
S0100,47,4,4,0,6,4,5,8,2,2,1,5,4,3,5,4,2,4,7,4,3,4,3,1,2,5,2,4.0,3.5,6.0,17,3.75,"S0555, S0867, S0563, S0338, S0264, S0966",6
S0101,50,7,1,0,5,7,5,7,1,7,1,6,5,4,6,1,6,1,5,7,2,3,5,1,3,5,3,4.2,3.0,4.0,20,3.25,,0
S0102,77,1,4,0,7,3,2,3,4,1,4,2,4,1,7,6,5,6,4,7,5,5,3,1,4,2,5,5.4,3.5,5.5,20,5.25,,0
S0103,56,5,7,1,4,2,2,9,3,3,5,5,7,2,3,2,1,3,1,1,4,4,2,1,2,1,3,2.0,5.25,5.0,13,2.75,"S0512, S0272, S0687, S0999, S0042, S0493, S0946",7
S0104,70,1,3,0,6,4,5,7,3,2,3,1,2,2,1,2,3,1,4,1,3,1,3,1,3,5,3,2.4,3.25,5.5,16,4.25,"S0098, S0898, S0875, S0323, S0842",5
S0105,53,6,4,0,2,1,2,5,7,1,7,2,2,2,1,3,2,5,5,1,6,4,3,2,2,3,5,3.8,3.75,4.0,19,2.75,"S0063, S0034, S0840, S0285, S0200, S0318",6
S0106,64,5,1,1,1,4,1,7,4,7,6,7,4,2,6,1,1,3,3,4,3,4,2,1,1,4,5,2.8,3.0,2.5,17,3.0,,0
S0107,88,7,5,0,5,1,6,3,6,5,7,1,3,7,5,2,1,2,7,6,6,2,4,2,5,1,3,4.4,5.25,2.5,17,5.0,"S0405, S0061, S0176, S0228, S0344, S0596",6
S0108,89,5,4,0,2,2,6,4,3,1,4,4,2,6,1,4,5,3,2,4,4,3,3,4,1,1,5,3.6,4.0,6.0,17,3.5,"S1000, S0869, S0043, S0071, S0433, S0967",6
S0109,68,1,7,1,7,4,3,0,1,6,2,7,3,2,2,1,2,2,6,6,7,4,3,4,2,5,4,4.6,3.75,4.5,22,3.0,"S0421, S0427, S0765",3
S0110,43,5,2,0,5,2,3,7,7,2,3,1,2,4,2,2,1,1,5,2,2,1,3,5,5,3,5,2.2,2.5,3.5,22,4.0,"S0788, S0380, S0401, S0148, S0505, S0267, S0581",7
S0111,75,5,6,0,6,1,3,9,1,2,7,2,6,2,3,5,3,3,6,3,2,5,4,4,1,4,1,3.4,5.5,6.5,19,3.5,"S0513, S0982, S0249",3
S0112,70,4,5,1,2,6,3,3,1,7,2,2,4,7,7,3,3,2,5,1,1,4,4,3,4,4,5,2.4,3.5,4.0,24,6.0,S0030,1
S0113,83,5,7,0,1,2,4,4,5,6,4,3,2,5,3,5,4,7,7,2,6,2,5,4,2,4,5,5.2,4.25,2.5,22,4.0,"S0084, S0401, S0584",3
S0114,69,3,1,0,2,4,4,2,4,1,3,6,6,7,2,6,4,5,1,5,5,4,3,3,1,3,2,4.0,3.5,5.5,16,4.0,"S0515, S0475, S0860, S0170",4
S0115,91,1,5,0,1,5,4,8,1,5,5,6,4,3,7,6,3,4,3,2,5,4,3,2,5,4,5,3.4,4.5,5.0,23,4.75,"S0227, S0960, S0349",3
S0116,85,6,3,0,2,6,2,9,5,2,1,5,3,5,4,1,2,7,4,7,7,4,1,2,2,2,4,5.4,2.25,4.5,15,3.5,"S0581, S0210, S0500, S0081, S0235",5
S0117,70,5,5,0,7,1,7,6,4,1,5,3,6,4,2,5,1,2,3,3,2,3,4,4,1,4,4,2.2,5.75,5.5,20,3.5,,0
S0118,77,1,1,0,1,1,6,7,1,5,3,1,5,3,7,3,4,6,6,1,4,4,1,2,5,4,3,4.2,3.75,5.0,19,6.0,"S0098, S0057, S0888",3
S0119,84,1,2,0,4,7,2,2,3,6,3,5,3,6,1,1,6,7,7,6,4,3,5,2,5,1,5,6.0,2.5,3.5,21,4.25,"S0411, S0662, S0917, S0975, S0726, S0557, S0500",7
S0120,66,4,1,0,3,6,3,1,6,6,6,2,6,1,4,6,6,2,2,2,6,5,4,1,3,3,5,3.6,4.0,2.0,21,3.75,S0109,1
S0121,74,7,3,0,7,2,6,0,7,6,4,7,7,7,5,5,7,3,1,7,5,4,4,3,1,3,4,4.6,5.0,1.5,19,3.5,"S0467, S0336",2
S0122,75,1,6,0,4,6,6,1,2,5,5,4,4,7,3,6,2,1,2,6,5,2,2,5,5,4,3,3.2,5.25,4.5,21,5.25,"S0650, S0972, S0331, S0199",4
S0123,69,1,4,1,7,7,5,5,2,4,2,4,4,2,4,4,6,3,5,7,4,2,2,2,4,2,3,5.0,3.75,5.0,15,4.25,,0
S0124,55,7,2,0,3,6,5,7,6,3,5,2,5,6,1,3,4,3,6,7,4,3,5,4,4,4,1,4.8,4.25,3.5,21,3.5,"S0437, S0645, S0053, S0371",4
S0125,61,3,5,0,3,3,7,5,5,5,7,6,3,6,2,5,6,4,5,7,1,1,4,2,4,2,5,4.6,5.5,3.0,18,3.75,"S0302, S0129, S0433, S0378",4
S0126,78,3,1,0,6,7,4,8,4,5,2,3,5,4,6,4,4,1,2,5,2,4,5,3,1,2,3,2.8,3.0,3.5,18,5.0,"S0470, S0980, S0835, S0771, S0601, S0235, S0045",7
S0127,74,3,1,1,3,4,3,6,2,3,7,5,5,4,6,2,5,5,1,7,4,1,1,3,1,2,1,4.4,4.0,5.5,9,4.5,,0
S0128,64,4,5,0,6,4,3,8,1,3,4,3,6,1,2,2,3,4,6,1,2,2,4,2,2,4,5,3.2,4.5,6.0,19,3.0,S0713,1
S0129,75,1,1,0,6,3,6,2,3,7,5,4,6,7,1,5,7,5,6,2,1,5,2,3,4,1,4,4.2,4.5,3.0,19,4.75,,0
S0130,73,7,4,1,2,4,2,9,3,7,7,1,7,7,5,7,2,5,1,7,5,2,1,3,4,4,1,4.0,5.0,3.0,15,5.0,"S0201, S0929",2
S0131,62,4,1,1,7,7,1,8,6,3,1,3,7,2,4,2,6,6,3,1,4,5,3,2,1,1,1,4.0,2.5,3.5,13,3.75,"S0394, S0500",2
S0132,64,7,5,0,1,2,3,10,4,7,5,2,5,1,4,1,4,5,2,7,5,4,2,1,4,1,1,4.6,4.5,2.5,13,3.0,"S0862, S0073, S0246, S0787",4
S0133,67,7,5,0,5,4,7,4,3,7,6,7,4,6,5,5,4,4,5,1,4,2,4,2,4,1,2,3.6,5.5,3.0,15,3.25,"S0115, S0705, S0181, S0058, S0250",5
S0134,73,7,6,0,6,4,3,2,5,7,5,1,1,3,1,2,4,1,6,4,6,5,5,4,4,2,3,4.2,3.75,2.0,23,3.0,"S0668, S0325, S0897, S0695, S0345, S0137, S0215",7
S0135,90,1,2,0,5,4,3,7,6,4,2,7,3,3,1,7,3,7,5,5,5,1,1,5,3,5,1,5.0,2.5,3.0,16,3.0,"S0519, S0246, S0940, S0356, S0626, S0258, S0776",7
S0136,55,7,1,0,2,3,7,5,2,5,3,1,7,5,5,7,5,1,7,3,7,2,4,3,1,4,2,4.6,4.5,4.5,16,4.5,"S0954, S0888",2
S0137,67,2,3,0,5,5,4,9,5,5,4,2,5,1,6,6,5,2,3,2,5,2,3,5,1,3,2,3.4,4.0,3.0,16,4.75,"S0490, S0791, S0072, S0095, S0094",5
S0138,88,5,1,0,1,1,3,1,3,3,4,3,4,6,3,6,7,7,5,6,3,4,5,1,4,2,4,5.6,3.0,5.0,20,4.25,"S0787, S0318, S0997, S0289, S0734, S0550, S0075",7
S0139,81,7,7,0,2,1,7,2,5,2,7,2,5,5,2,6,1,6,4,1,4,1,3,2,2,3,4,3.2,6.5,4.5,15,3.5,,0
S0140,93,6,3,0,7,4,3,9,3,4,1,7,1,3,3,3,6,7,7,5,5,5,1,3,5,3,5,6.0,2.0,4.5,22,2.25,"S0411, S0541",2
S0141,77,1,7,0,7,3,5,5,5,2,1,5,7,7,4,5,7,7,6,5,3,3,1,2,2,4,2,5.6,5.0,4.5,14,5.25,"S0796, S0598, S0590, S0942",4
S0142,90,3,4,0,7,4,7,4,1,6,1,6,5,6,1,7,1,6,3,4,4,4,3,4,3,4,3,3.6,4.25,4.5,21,3.5,S0820,1
S0143,100,6,2,0,6,6,7,2,3,4,2,5,5,3,5,3,7,7,6,5,2,1,4,2,4,1,3,5.4,4.0,4.5,15,3.25,"S0714, S0510",2
S0144,54,7,2,0,5,1,4,10,4,7,3,7,6,7,2,4,5,3,4,7,4,4,5,4,2,2,5,4.6,3.75,2.5,22,2.75,"S0317, S0370, S0083, S0921, S0548",5
