StudentID,Academic_Performance,isolated,WomenDifferent,language,COVID,criticises,MenBetterSTEM,pwi_wellbeing,Intelligence1,Intelligence2,Soft,opinion,Nerds,comfortable,future,bullying,Manbox5_1,Manbox5_2,Manbox5_3,Manbox5_4,Manbox5_5,k6_1,k6_2,k6_3,k6_4,k6_5,k6_6,Manbox5_overall,Masculinity_contrained,GrowthMindset,k6_overall,School_support_engage,Friends,Friends_Count
S0077,56,3,3,0,4,7,7,8,6,1,2,7,1,2,3,6,2,3,5,3,7,5,2,2,3,2,3,4.0,3.25,4.5,17,2.75,,0
S0078,90,3,2,0,6,6,7,6,1,5,6,7,4,5,2,5,2,2,7,5,2,1,3,5,1,4,1,3.6,4.75,5.0,15,3.25,"S0580, S0162, S0951, S0220, S0966, S0479, S0652",7
S0079,66,3,7,0,3,7,4,7,2,7,6,3,5,7,5,3,2,1,5,7,5,3,3,4,1,2,4,4.0,5.5,3.5,17,5.5,"S0115, S0941, S0553, S0844, S0359, S0435, S0500",7
S0080,59,6,5,0,6,4,3,3,1,3,5,5,1,1,7,7,1,5,6,7,3,4,2,2,3,5,1,4.4,3.5,6.0,17,3.25,"S0322, S0560, S0724, S0919, S0461, S0617",6
S0081,82,1,1,0,4,6,7,5,2,4,6,5,7,7,2,3,2,4,1,2,6,5,4,3,3,4,2,3.0,5.25,5.0,21,4.75,"S0976, S0780",2
S0082,97,4,1,0,5,7,5,6,6,7,1,3,2,2,5,6,3,4,6,7,1,4,4,5,4,3,3,4.2,2.25,1.5,23,4.0,"S0137, S0290, S0096",3
S0083,75,7,5,0,3,3,6,6,2,5,4,1,3,4,6,6,1,3,3,3,4,2,5,2,2,5,2,2.8,4.5,4.5,18,4.5,"S0267, S0694",2
S0084,55,4,5,0,4,5,5,5,4,1,2,4,4,4,4,7,3,5,1,3,7,2,5,3,1,4,3,3.8,4.0,5.5,18,4.0,"S0813, S0718, S0437, S0665, S0786, S0140, S0672",7
S0085,100,6,5,1,7,1,1,6,2,2,1,5,6,2,2,3,7,5,2,5,2,2,2,1,3,4,5,4.2,3.25,6.0,17,2.25,"S0982, S0428, S0780, S0264, S0383",5
S0086,57,5,6,0,7,2,7,8,6,3,1,1,1,7,2,3,5,1,6,4,5,1,4,4,5,5,4,4.2,3.75,3.5,23,4.75,"S0513, S0067, S0440",3
S0087,56,3,7,0,1,7,5,9,2,2,3,7,3,2,4,2,4,5,5,6,2,1,4,3,1,3,4,4.4,4.5,6.0,16,3.0,"S0397, S0189, S0880, S0634, S0176, S0229, S0163",7
S0088,49,6,2,0,3,2,1,10,2,6,5,4,2,3,2,6,5,1,2,4,4,2,5,4,2,4,1,3.2,2.5,4.0,18,2.75,"S0881, S0594, S0810, S0466, S0934",5
S0089,87,1,7,0,3,7,4,0,6,5,4,2,2,6,7,7,5,4,1,6,1,5,4,5,1,5,2,3.4,4.25,2.5,22,6.5,"S0982, S0120, S0500, S0725, S0697",5
S0090,67,1,2,0,5,5,6,2,3,7,5,1,7,7,4,5,4,6,3,6,5,3,5,5,1,5,5,4.8,5.0,3.0,24,6.25,"S0534, S0508, S0174, S0575, S0372",5
S0091,77,4,5,0,7,3,4,8,5,1,5,2,3,7,4,2,2,1,6,2,3,3,4,4,1,2,3,2.8,4.25,5.0,17,5.25,S0026,1
S0092,46,3,5,0,7,5,4,0,3,3,3,3,3,4,5,7,2,1,5,6,4,5,4,2,2,3,1,3.6,3.75,5.0,17,4.75,"S0445, S0574",2
S0093,69,5,2,0,6,5,3,5,6,3,4,4,3,6,4,4,5,7,1,4,3,5,4,5,4,5,3,4.0,3.0,3.5,26,4.25,S0437,1
S0094,76,2,3,0,7,7,7,0,7,7,1,4,5,4,1,3,3,6,4,6,2,3,1,1,1,2,3,4.2,4.0,1.0,11,3.75,"S0875, S0717, S0460, S0086",4
S0095,70,1,6,0,7,7,1,5,2,5,6,7,2,4,3,5,2,1,7,3,6,3,4,4,3,5,3,3.8,3.75,4.5,22,3.75,"S0075, S0793, S0356, S0297, S0109",5
S0096,65,6,3,1,2,5,5,6,7,5,3,5,4,2,4,4,5,2,4,1,3,1,2,5,1,2,5,3.0,3.75,2.0,16,2.75,"S0847, S0776",2
S0097,92,5,5,0,7,4,6,2,3,6,4,2,6,4,2,5,6,4,2,5,4,5,2,4,1,3,1,4.2,5.25,3.5,16,3.75,,0
S0098,89,4,1,0,2,7,1,8,3,1,7,4,5,3,7,6,7,5,7,2,5,1,4,5,4,2,2,5.2,3.5,6.0,18,4.5,,0
S0099,91,1,3,1,6,4,5,0,2,3,3,1,1,1,5,3,3,5,4,4,1,3,5,2,1,5,2,3.4,3.0,5.5,18,5.0,"S0536, S0706, S0567",3
S0100,48,3,2,0,6,4,5,5,5,2,4,5,2,5,4,7,4,5,6,4,6,3,3,5,2,3,5,5.0,3.25,4.5,21,4.25,,0
S0101,74,7,4,0,1,4,7,2,1,1,2,5,7,7,3,4,3,1,5,3,4,1,2,2,5,2,2,3.2,5.0,7.0,14,3.5,"S0119, S0102, S0864",3
S0102,61,5,5,0,4,5,7,5,4,5,6,6,4,3,3,2,2,3,5,7,4,4,1,3,2,4,3,4.2,5.5,3.5,17,2.75,"S0663, S0069, S0987, S0531, S0313, S0281, S0548",7
S0103,66,1,2,0,3,6,2,8,1,1,3,3,7,6,3,7,2,5,4,1,4,3,5,4,1,2,3,3.2,3.5,7.0,18,5.25,,0
S0104,83,2,7,0,5,5,2,6,1,1,3,6,5,3,4,2,2,2,7,6,2,2,2,3,5,1,1,3.8,4.25,7.0,14,3.75,"S0141, S0625, S0458, S0214",4
S0105,71,3,7,0,4,2,2,10,2,3,6,1,3,1,3,6,3,2,3,5,3,5,2,4,2,3,2,3.2,4.5,5.5,18,4.0,"S0612, S0730, S0872, S0846, S0287, S0571",6
S0106,92,5,4,0,7,4,6,3,6,2,7,6,2,2,4,6,7,6,2,3,6,2,2,4,1,3,5,4.8,4.75,4.0,17,2.75,"S0647, S0774",2
S0107,54,7,6,0,7,4,1,1,6,1,2,5,5,6,4,5,1,6,4,7,2,3,1,1,5,3,3,4.0,3.5,4.5,16,3.5,S0717,1
S0108,61,3,4,0,5,3,2,7,2,2,7,2,7,1,1,1,6,3,4,3,7,1,3,3,1,4,3,4.6,5.0,6.0,15,3.25,"S0057, S0512, S0474, S0795, S0410, S0811",6
S0109,69,4,6,1,7,4,5,0,1,4,2,3,4,6,4,1,3,3,1,7,1,1,4,1,1,2,3,3.0,4.25,5.5,12,4.75,"S0880, S0622, S0571, S0001, S0403, S0215, S0491",7
S0110,43,2,3,0,6,3,7,7,1,6,1,5,3,3,5,2,2,4,2,7,1,5,1,2,3,2,3,3.2,3.5,4.5,16,4.25,"S0692, S0837, S0401",3
S0111,86,1,2,0,6,6,4,8,6,6,5,3,3,2,2,5,4,6,6,4,3,5,3,1,4,1,4,4.6,3.5,2.0,18,4.0,"S0487, S0428, S0406, S0623, S0356",5
S0112,59,2,7,0,6,3,1,2,1,7,3,3,5,6,2,4,5,1,1,7,3,3,1,4,2,2,4,3.4,4.0,4.0,16,4.75,"S0282, S0650, S0926, S0735",4
S0113,81,6,4,0,2,4,1,6,3,7,4,1,7,1,3,2,7,5,5,5,3,1,3,1,3,4,5,5.0,4.0,3.0,17,3.25,S0856,1
S0114,65,2,1,1,4,7,4,0,5,5,1,1,1,7,5,4,5,7,1,7,5,2,3,1,4,1,2,5.0,1.75,3.0,13,6.25,"S0234, S0443, S0719, S0072, S0177, S0523",6
S0115,63,4,2,1,7,3,5,8,1,3,1,3,3,1,1,6,1,7,7,5,2,3,2,5,2,1,1,4.4,2.75,6.0,14,2.75,S0052,1
S0116,66,6,2,0,6,1,5,9,3,4,6,4,3,4,7,5,4,6,3,3,1,4,1,4,1,1,3,3.4,4.0,4.5,14,4.25,"S0613, S0091, S0725, S0833, S0700, S0914",6
S0117,39,5,1,1,1,3,7,2,7,3,1,3,5,6,3,1,1,4,1,4,1,4,1,4,5,2,1,2.2,3.5,3.0,17,4.25,"S0802, S0400, S0841, S0439, S0083",5
S0118,95,7,5,0,6,6,1,4,1,3,4,7,3,4,1,4,7,5,6,5,2,2,3,3,4,5,3,5.0,3.25,6.0,20,1.75,S0741,1
S0119,84,2,7,0,6,7,4,7,5,1,3,6,1,6,2,3,5,3,6,6,1,4,5,5,5,2,4,4.2,3.75,5.0,25,4.0,S0170,1
S0120,77,1,7,1,1,7,6,0,4,4,5,6,5,2,1,2,6,1,6,5,6,4,4,1,4,2,5,4.8,5.75,4.0,20,3.0,"S0295, S0185, S0735",3
S0121,63,5,1,0,3,7,2,3,2,4,2,1,3,7,5,5,5,7,4,1,3,4,4,4,4,1,3,4.0,2.0,5.0,20,5.5,"S0481, S0427, S0840, S0923, S0607, S0735, S0245",7
S0122,67,5,2,1,4,2,3,1,2,2,1,1,1,2,2,5,7,6,3,4,4,3,3,3,3,1,1,4.8,1.75,6.0,14,3.5,"S0546, S0697, S0677, S0581, S0105",5
S0123,45,6,5,0,2,2,5,2,3,6,4,1,2,3,2,6,7,4,5,7,2,2,2,4,5,2,4,5.0,4.0,3.5,19,3.5,S0188,1
S0124,68,4,1,1,4,5,4,1,6,7,2,3,4,4,5,3,1,5,3,4,4,4,5,2,3,1,5,3.4,2.75,1.5,20,4.5,"S0536, S0194, S0121, S0594, S0905, S0317, S0377",7
S0125,79,7,4,1,5,4,3,4,3,1,4,7,1,3,6,1,4,1,6,6,1,1,2,5,2,2,5,3.6,3.0,6.0,17,2.75,"S0643, S0254, S0071, S0484, S0045",5
S0126,80,4,7,0,4,7,7,7,1,7,4,1,2,5,1,5,3,3,3,1,6,4,2,1,5,1,3,3.2,5.0,4.0,16,4.25,"S0092, S0764, S0672, S0614, S0474, S0515",6
S0127,99,3,1,1,7,7,7,2,6,2,6,6,5,3,3,5,5,5,7,7,1,4,2,1,3,5,5,5.0,4.75,4.0,20,3.25,,0
S0128,52,2,4,1,5,6,3,1,6,7,4,5,4,1,7,1,7,5,3,1,5,4,5,3,4,4,3,4.2,3.75,1.5,23,4.25,"S0626, S0950, S0311, S0519, S0212, S0878",6
S0129,60,5,6,0,5,6,4,6,6,5,2,5,2,2,2,4,5,6,3,4,6,4,2,4,1,4,1,4.8,3.5,2.5,16,2.5,"S0848, S0180",2
S0130,66,5,4,0,5,1,2,2,3,4,6,3,6,2,5,1,6,5,7,3,5,4,5,2,4,2,3,5.2,4.5,4.5,20,3.75,"S0094, S0658",2
S0131,98,6,5,0,6,3,5,8,2,3,4,3,2,1,7,2,7,1,4,3,5,2,5,4,3,5,1,4.0,4.0,5.5,20,3.75,,0
S0132,53,3,1,0,7,4,7,3,7,5,2,4,4,4,5,7,5,1,7,2,5,5,4,5,1,2,3,4.0,3.5,2.0,20,4.5,"S0967, S0528, S0785, S0984, S0106, S0400, S0623",7
S0133,68,7,7,0,3,2,6,6,3,7,1,2,3,7,6,3,7,3,5,2,1,4,4,1,1,5,2,3.6,4.25,3.0,17,5.0,,0
S0134,80,6,6,0,7,6,1,4,1,6,2,7,5,4,1,3,7,3,7,4,1,3,4,1,4,4,5,4.4,3.5,4.5,21,2.0,"S0529, S0538, S0596",3
S0135,79,4,7,0,5,6,7,8,6,1,3,1,7,3,4,3,5,5,4,3,5,2,3,4,4,4,2,4.4,6.0,4.5,19,4.5,"S0561, S0185, S0883, S0182, S0319",5
S0136,61,3,5,0,7,2,6,4,4,4,4,5,4,5,7,4,5,5,4,3,4,3,1,5,2,5,2,4.2,4.75,4.0,18,5.0,S0913,1
S0137,65,1,2,0,1,6,2,9,4,4,2,6,4,6,3,3,3,6,1,6,5,1,1,4,3,2,5,4.2,2.5,4.0,16,4.5,"S0216, S0619, S0030, S0841",4
S0138,42,4,1,0,3,5,7,2,1,6,3,5,4,6,1,4,6,3,1,2,6,4,3,3,1,4,3,3.6,3.75,4.5,18,3.5,"S0004, S0705, S0919, S0982, S0266, S0661",6
S0139,65,7,1,0,4,5,3,8,2,4,6,7,4,1,4,4,1,2,2,7,7,4,4,5,5,3,4,3.8,3.5,5.0,25,1.75,"S0960, S0564, S0616, S0424, S0618, S0276, S0568",7
S0140,83,2,1,0,1,4,2,7,1,6,2,1,1,7,5,4,7,2,3,1,3,2,2,2,1,1,2,3.2,1.5,4.5,10,6.25,"S0239, S0023, S0109, S0560, S0753, S0978",6
S0141,71,2,7,0,6,5,3,7,1,2,1,6,5,1,1,7,4,4,3,7,2,3,3,2,3,4,4,4.0,4.0,6.5,19,2.5,S0617,1
S0142,49,5,2,1,5,5,3,0,2,6,6,4,6,6,7,6,5,6,4,5,5,5,3,2,2,5,5,5.0,4.25,4.0,22,5.0,"S0084, S0060, S0612, S0441, S0547",5
S0143,87,6,7,0,6,4,2,4,4,6,6,3,6,4,1,3,4,1,1,6,6,1,2,4,1,1,3,3.6,5.25,3.0,12,3.0,"S0657, S0941, S0101, S0451",4
S0144,91,7,1,0,7,3,4,6,5,2,4,4,4,1,1,1,1,3,1,4,3,3,2,4,4,4,5,2.4,3.25,4.5,22,1.75,"S0834, S0877, S0282, S0889, S0475, S0006",6
