StudentID,Academic_Performance,isolated,WomenDifferent,language,COVID,criticises,MenBetterSTEM,pwi_wellbeing,Intelligence1,Intelligence2,Soft,opinion,Nerds,comfortable,future,bullying,Manbox5_1,Manbox5_2,Manbox5_3,Manbox5_4,Manbox5_5,k6_1,k6_2,k6_3,k6_4,k6_5,k6_6,Manbox5_overall,Masculinity_contrained,GrowthMindset,k6_overall,School_support_engage,Friends,Friends_Count
S0019,47,5,6,0,1,7,2,0,1,3,5,1,7,5,5,1,1,3,1,7,5,4,2,1,5,1,4,3.4,5.0,6.0,17,5.0,S0085,1
S0020,54,2,2,0,4,1,6,4,7,1,2,5,7,6,1,6,7,7,4,7,1,5,1,2,2,3,1,5.2,4.25,4.0,14,4.0,"S0362, S0188, S0863, S0151, S0520, S0152",6
S0021,63,4,6,0,2,7,4,4,4,6,2,4,7,1,4,3,3,3,3,3,7,4,2,3,3,3,5,3.8,4.75,3.0,20,3.25,"S0606, S0447",2
S0022,71,5,4,1,2,6,3,2,6,5,2,2,5,2,7,2,6,1,5,3,5,3,5,1,5,4,2,4.0,3.5,2.5,20,4.5,"S0766, S0342, S0323, S0229, S0919, S0854, S0440",7
S0023,61,6,4,0,5,6,7,2,7,4,1,5,7,5,6,2,7,6,4,3,4,2,2,5,5,5,3,4.8,4.75,2.5,22,4.0,"S0346, S0551",2
S0024,53,4,3,0,5,6,6,1,2,7,2,7,2,3,7,3,2,5,4,6,5,5,4,5,5,2,2,4.4,3.25,3.5,23,3.75,,0
S0025,58,5,5,0,3,1,1,9,2,4,3,5,6,6,1,4,5,4,6,3,6,4,1,4,5,3,4,4.8,3.75,5.0,21,3.25,"S0875, S0796, S0679, S0603, S0653, S0682",6
S0026,79,1,2,1,6,1,4,8,5,1,2,7,2,5,3,2,7,1,5,2,7,4,1,3,3,5,5,4.4,2.5,5.0,21,4.0,"S0702, S0982",2
S0027,84,4,5,0,3,5,7,7,5,2,5,3,5,2,4,6,7,5,2,2,2,4,5,4,3,3,4,3.6,5.5,4.5,23,3.75,"S0653, S0952, S0882, S0698, S0244, S0191, S0775",7
S0028,33,5,7,0,2,3,7,1,5,6,1,6,2,3,7,5,4,3,2,2,5,1,3,1,5,2,5,3.2,4.25,2.5,17,3.75,S0244,1
S0029,64,6,6,0,6,5,5,9,6,1,4,3,2,1,7,1,1,1,6,4,2,4,4,3,3,5,3,2.8,4.25,4.5,22,3.75,"S0591, S0123, S0700, S0489",4
S0030,84,5,6,1,4,6,6,9,4,4,1,4,1,2,1,1,4,4,6,2,7,1,4,2,4,3,3,4.6,3.5,4.0,17,2.5,"S0753, S0762",2
S0031,68,6,6,0,7,2,5,0,3,3,5,3,4,5,3,1,6,7,6,5,6,5,2,4,1,3,2,6.0,5.0,5.0,17,3.75,"S0419, S0473",2
S0032,91,3,2,0,7,6,1,4,1,1,4,3,1,3,6,1,7,2,5,7,6,5,5,4,4,4,1,5.4,2.0,7.0,23,4.75,"S0936, S0833, S0373, S0883, S0189, S0800, S0404",7
S0033,90,5,7,0,6,3,1,10,1,5,2,3,2,3,4,6,3,7,5,3,6,3,1,3,3,3,5,4.8,3.0,5.0,18,3.75,"S0243, S0789",2
S0034,71,3,7,0,1,1,1,6,2,4,2,3,2,7,5,5,6,6,4,3,5,5,2,2,5,1,5,4.8,3.0,5.0,20,5.5,"S0024, S0238, S0666, S0442, S0351, S0240",6
S0035,43,4,1,0,2,7,5,3,1,2,7,4,3,7,3,2,5,1,7,5,1,5,1,4,5,1,5,3.8,4.0,6.5,21,4.5,"S0950, S0144",2
S0036,77,7,3,0,1,1,5,3,4,6,5,5,2,1,6,7,5,2,5,3,5,3,5,1,4,3,3,4.0,3.75,3.0,19,2.75,"S0682, S0494, S0239, S0956, S0179",5
S0037,79,4,6,0,2,1,2,1,1,6,7,7,1,2,2,4,2,5,3,2,3,2,1,5,1,1,4,3.0,4.0,4.5,14,2.25,S0159,1
S0038,41,3,7,0,6,3,2,4,7,5,1,4,5,2,4,7,3,3,4,7,1,5,4,2,1,1,1,3.6,3.75,2.0,14,3.75,,0
S0039,51,3,5,1,2,2,1,9,2,1,2,7,5,4,2,4,6,4,2,6,6,2,2,3,2,2,1,4.8,3.25,6.5,12,3.0,"S0748, S0048, S0380, S0287, S0801, S0721",6
S0040,83,3,6,0,7,3,6,0,6,6,2,2,1,3,6,7,2,6,5,6,4,4,3,2,5,2,2,4.6,3.75,2.0,18,5.0,"S0663, S0402, S0261, S0217, S0232, S0141, S0357",7
S0041,100,3,1,0,3,6,7,2,3,1,3,4,4,5,2,4,3,1,7,3,1,5,1,2,2,3,4,3.0,3.75,6.0,17,4.0,,0
S0042,100,7,2,0,1,3,3,2,5,3,1,3,1,3,5,3,2,3,5,7,7,4,3,5,3,2,2,4.8,1.75,4.0,19,3.5,"S0599, S0976, S0439, S0533",4
S0043,67,4,1,0,7,1,4,10,7,7,7,5,1,5,7,3,1,1,5,5,2,2,2,1,1,1,1,2.8,3.25,1.0,8,4.75,"S0484, S0273",2
S0044,48,6,1,0,1,5,3,3,2,6,5,4,5,7,1,5,2,7,2,1,6,5,5,3,4,5,1,3.6,3.5,4.0,23,3.5,"S0362, S0756, S0935, S0082, S0282, S0917",6
S0045,52,5,7,0,6,3,7,1,2,2,4,7,7,5,5,2,3,6,4,3,3,2,2,3,3,2,4,3.8,6.25,6.0,16,3.5,S0573,1
S0046,84,4,7,0,1,6,7,4,4,4,2,4,2,4,2,3,6,2,3,4,2,5,3,5,4,4,3,3.4,4.5,4.0,24,3.5,"S0314, S0763, S0714, S0341, S0682",5
S0047,83,4,4,0,5,7,6,6,2,4,4,1,6,2,7,2,2,5,7,5,4,2,5,1,4,2,1,4.6,5.0,5.0,15,5.0,"S0089, S0688, S0260, S0249, S0096, S0375, S0965",7
S0048,68,7,4,0,4,5,7,1,5,3,7,5,1,6,7,1,5,6,6,4,2,5,2,3,1,3,3,4.6,4.75,4.0,17,4.25,"S0659, S0630, S0936",3
S0049,57,4,4,1,3,4,3,9,2,3,5,5,3,2,5,4,5,2,3,7,3,1,5,4,1,2,5,4.0,3.75,5.5,18,3.5,"S0798, S0917, S0571, S0368, S0883",5
S0050,60,5,3,0,2,5,1,8,2,2,5,1,7,4,7,2,3,4,7,3,1,4,1,4,1,5,4,3.6,4.0,6.0,19,5.25,S0862,1
S0051,49,3,5,0,1,7,4,0,3,6,2,3,6,6,5,5,3,1,3,3,3,5,1,4,2,5,4,2.6,4.25,3.5,21,5.25,"S0479, S0131, S0481, S0414, S0047",5
S0052,61,4,3,1,1,5,1,8,6,6,4,6,4,7,5,1,2,1,7,7,7,1,3,1,5,1,5,4.8,3.0,2.0,16,4.5,"S0463, S0255, S0785",3
S0053,32,2,2,0,3,3,1,3,2,2,6,2,7,2,6,5,1,2,4,4,7,5,5,1,2,2,4,3.6,4.0,6.0,19,5.0,"S0713, S0529, S0643, S0533, S0286, S0776",6
S0054,67,1,3,0,1,7,4,10,2,5,6,3,3,7,1,6,1,3,3,3,1,1,4,5,3,5,5,2.2,4.0,4.5,23,5.0,"S0847, S0777, S0282, S0526, S0998, S0354",6
S0055,53,4,6,0,4,3,3,8,7,7,5,3,1,4,2,1,5,2,4,1,4,2,3,2,5,4,5,3.2,3.75,1.0,21,3.75,S0939,1
S0056,36,6,7,1,6,6,2,3,1,3,3,3,2,3,4,6,7,6,6,4,4,2,5,3,4,5,3,5.4,3.5,6.0,22,3.5,"S0399, S0994, S0582",3
S0057,42,5,2,0,6,2,6,6,2,6,1,6,7,1,7,1,5,3,1,2,2,1,5,4,5,3,5,2.6,4.0,4.0,23,3.25,"S0296, S0995, S0929, S0392, S0899, S0836, S0263",7
S0058,62,5,7,0,2,7,1,0,3,1,6,4,6,6,7,6,4,7,3,4,3,4,1,4,2,4,5,4.2,5.0,6.0,20,5.0,"S0949, S0310, S0035, S0845, S0186, S0346",6
S0059,70,2,1,0,5,1,5,5,2,7,7,3,6,1,1,7,6,1,6,6,7,4,2,1,4,2,1,5.2,4.75,3.5,14,3.25,"S0241, S0231, S0899, S0841",4
S0060,51,3,7,0,6,4,5,9,4,3,6,7,6,4,1,5,1,6,4,3,3,3,5,4,1,2,5,3.4,6.0,4.5,20,2.75,"S0822, S0469, S0549, S0155",4
S0061,77,4,5,1,5,5,7,6,7,1,1,2,5,6,6,4,6,2,2,2,4,1,5,4,1,2,3,3.2,4.5,4.0,16,5.5,"S0016, S0798, S0706",3
S0062,48,1,2,1,6,4,7,9,4,2,6,5,6,6,4,7,4,2,1,5,4,2,5,5,3,4,5,3.2,5.25,5.0,24,5.0,,0
S0063,83,6,7,0,1,2,5,7,3,4,5,2,7,7,6,6,1,4,4,4,6,2,3,2,3,5,5,3.8,6.0,4.5,20,5.25,"S0275, S0247, S0522",3
S0064,58,6,4,0,5,2,4,6,3,6,3,1,4,4,5,6,7,1,3,7,3,4,2,1,4,5,1,4.2,3.75,3.5,17,4.5,"S0670, S0426, S0063, S0261, S0117, S0508, S0145",7
S0065,63,5,4,1,4,6,3,3,2,6,6,3,1,7,5,7,2,3,4,4,7,3,1,3,2,1,2,4.0,3.5,4.0,12,5.0,"S0313, S0932, S0443",3
S0066,61,7,3,0,3,1,6,7,5,4,5,2,6,3,7,2,2,3,3,4,2,4,2,1,5,2,5,2.8,5.0,3.5,19,4.25,"S0278, S0141, S0077",3
S0067,65,2,5,0,3,6,5,1,3,2,2,7,7,4,3,7,1,2,5,6,5,1,5,1,2,4,3,3.8,4.75,5.5,16,3.5,,0
S0068,91,2,4,1,6,1,6,5,1,5,5,5,1,4,5,2,1,2,3,3,7,3,4,2,5,1,1,3.2,4.0,5.0,16,4.5,"S0940, S0110, S0493, S0751, S0067, S0919, S0220",7
S0069,49,6,6,0,2,2,3,6,2,3,5,5,5,4,7,5,6,5,7,6,4,1,5,3,1,5,1,5.6,4.75,5.5,16,4.0,"S0899, S0860",2
S0070,62,6,1,0,7,2,7,0,2,6,4,7,2,6,7,4,3,3,2,1,3,4,3,3,2,2,2,2.4,3.5,4.0,16,4.0,,0
S0071,53,2,7,0,2,6,4,1,4,1,6,2,4,3,1,4,1,7,4,5,5,1,4,2,3,5,5,4.4,5.25,5.5,20,4.0,S0114,1
S0072,79,1,1,0,2,3,2,2,3,6,6,1,5,1,4,7,7,5,3,6,1,3,4,3,3,5,4,4.4,3.5,3.5,22,4.75,"S0220, S0154, S0204",3
S0073,73,7,6,0,2,5,4,6,5,7,7,7,3,2,1,7,5,1,4,3,1,2,2,4,4,3,4,2.8,5.0,2.0,19,1.25,"S0122, S0101, S0724, S0897, S0887, S0105",6
S0074,67,3,7,0,3,2,7,10,1,6,2,3,1,1,1,7,3,5,2,3,4,1,5,3,1,1,3,3.4,4.25,4.5,14,3.0,"S0477, S0694, S0980, S0454, S0679",5
S0075,88,2,6,0,6,5,5,4,1,3,1,3,3,6,2,3,6,2,3,6,1,3,2,2,3,2,5,3.6,3.75,6.0,17,4.75,"S0768, S0112, S0916, S0683",4
S0076,77,5,1,0,6,6,6,4,4,4,6,7,5,4,1,5,6,2,2,5,2,4,2,3,1,2,1,3.4,4.5,4.0,13,2.25,"S0352, S0720, S0540, S0685",4
S0077,94,6,2,0,1,5,6,9,4,6,1,2,3,1,1,4,7,1,4,6,2,1,5,2,4,3,3,4.0,3.0,3.0,18,2.5,S0968,1
S0078,53,7,2,0,1,4,5,2,7,1,6,1,1,2,3,2,3,3,6,5,6,2,3,3,3,2,1,4.6,3.5,4.0,14,3.25,"S0900, S0764",2
S0079,59,4,5,0,1,5,1,6,4,1,3,3,3,7,7,2,4,4,6,5,4,3,5,5,2,2,2,4.6,3.0,5.5,19,5.75,"S0866, S0683, S0113, S0200, S0316",5
S0080,77,6,1,1,5,5,6,10,7,7,5,7,4,5,6,7,3,2,6,1,3,4,3,4,3,1,2,3.0,4.0,1.0,17,3.5,,0
S0081,53,2,1,1,2,7,7,3,5,7,3,2,6,5,1,2,5,5,7,5,5,2,1,3,4,3,1,5.4,4.25,2.0,14,4.5,"S0476, S0321, S0197, S0747, S0432, S0491",6
S0082,49,6,6,1,7,3,7,4,7,5,1,3,7,3,3,1,5,6,5,5,3,5,4,1,5,1,5,4.8,5.25,2.0,21,3.25,"S0715, S0347",2
S0083,65,1,1,0,7,4,6,1,7,3,2,5,7,6,7,5,1,4,6,2,5,2,4,2,3,4,5,3.6,4.0,3.0,20,5.75,"S0174, S0871, S0621",3
S0084,56,1,2,1,4,4,2,8,3,3,7,5,5,2,3,4,5,5,2,4,7,5,3,3,1,2,1,4.6,4.0,5.0,15,3.75,"S0447, S0392, S0657, S0899",4
S0085,57,3,6,0,6,7,4,8,1,4,5,7,3,6,3,7,3,4,2,3,1,4,3,1,3,1,4,2.6,4.5,5.5,16,3.75,S0577,1
S0086,56,6,5,0,3,1,6,3,6,2,5,1,4,7,4,6,4,6,5,4,2,5,5,5,3,3,5,4.2,5.0,4.0,26,5.0,"S0404, S0603, S0651, S0037, S0506, S0625",6
S0087,72,5,5,0,5,1,2,2,3,6,1,6,6,6,1,1,6,3,7,4,5,2,1,1,2,5,5,5.0,3.5,3.5,16,3.0,"S0067, S0962, S0843, S0105, S0135",5
S0088,61,2,2,0,3,6,4,2,4,6,6,1,6,2,4,6,3,1,4,2,1,4,1,3,1,2,3,2.2,4.5,3.0,14,4.75,"S0660, S0675, S0008, S0404, S0885",5
S0089,63,6,7,0,5,6,3,7,5,2,4,7,1,1,5,3,6,1,4,1,6,5,1,1,1,4,3,3.6,3.75,4.5,15,2.25,"S0928, S0532",2
S0090,80,3,1,1,5,5,5,5,4,4,3,6,6,3,1,1,2,3,6,1,2,2,3,2,1,3,3,2.8,3.75,4.0,14,2.75,"S0813, S0047, S0185, S0391, S0268, S0479",6
S0091,66,5,6,0,5,1,1,2,4,6,7,3,3,6,7,5,5,1,6,7,2,1,4,5,2,2,3,4.2,4.25,3.0,17,5.25,,0
S0092,89,2,4,1,3,2,1,6,7,2,2,4,1,4,5,7,4,2,5,7,3,2,2,4,3,3,3,4.2,2.0,3.5,17,4.75,"S0589, S0797",2
S0093,77,6,7,0,1,3,1,4,1,6,7,3,3,5,3,4,1,6,5,6,3,4,4,3,4,4,5,4.2,4.5,4.5,24,3.75,S0651,1
S0094,45,4,1,0,2,3,1,6,3,2,4,1,4,7,7,5,4,3,4,2,5,4,3,3,5,1,4,3.6,2.5,5.5,20,6.25,"S0550, S0318, S0945, S0602, S0100, S0634",6
S0095,67,1,3,0,7,6,2,2,5,6,3,7,3,4,4,7,7,7,7,1,7,1,5,5,1,1,1,5.8,2.75,2.5,14,4.0,"S0061, S0821, S0868",3
S0096,84,6,6,0,2,5,6,9,7,4,3,4,7,1,7,6,3,4,6,4,4,3,4,3,3,4,1,4.2,5.5,2.5,18,3.5,,0
S0097,49,7,5,0,2,3,7,0,7,3,3,1,7,7,3,6,1,3,7,6,5,2,5,5,5,5,2,4.4,5.5,3.0,24,4.5,S0903,1
S0098,85,1,6,0,4,5,6,5,7,6,3,3,7,6,4,3,1,3,6,7,6,3,1,4,2,4,1,4.6,5.5,1.5,15,5.5,"S0867, S0011, S0495, S0461, S0555",5
S0099,70,2,5,0,2,2,2,8,7,7,6,5,6,2,5,1,6,1,7,2,3,5,1,5,1,3,5,3.8,4.75,1.0,20,4.0,"S0416, S0037, S0746, S0710, S0008",5
S0100,54,4,2,1,4,2,7,9,5,1,2,6,2,2,2,2,3,3,5,6,6,1,3,2,4,5,3,4.6,3.25,5.0,18,2.5,"S0848, S0268, S0497, S0252",4
S0101,73,6,7,1,2,6,7,4,2,3,6,3,6,4,1,6,4,6,3,1,6,3,2,4,5,4,4,4.0,6.5,5.5,22,3.0,"S0632, S0664, S0133",3
S0102,78,1,5,0,6,1,5,6,1,5,2,3,7,3,1,6,6,3,2,3,4,1,3,1,5,4,1,3.6,4.75,5.0,15,4.0,S0875,1
S0103,64,7,5,0,5,3,7,10,1,5,3,5,7,7,2,6,4,1,5,4,7,3,2,1,4,2,4,4.2,5.5,5.0,16,3.25,"S0752, S0222, S0138, S0854",4
S0104,66,7,2,0,1,2,4,9,7,5,4,4,6,6,7,1,4,2,6,2,7,5,5,1,3,4,4,4.2,4.0,2.0,22,4.5,"S0842, S0413, S0328, S0289, S0231",5
S0105,73,7,3,0,4,5,2,6,3,3,2,1,6,4,2,4,5,5,1,1,7,4,3,1,4,1,4,3.8,3.25,5.0,17,3.5,"S0985, S0952, S0082",3
S0106,82,5,2,0,7,4,6,4,4,3,4,7,2,6,6,1,1,5,1,5,2,3,5,5,5,1,2,2.8,3.5,4.5,21,4.0,"S0314, S0762, S0040, S0790, S0993, S0904",6
S0107,71,2,6,1,2,4,3,6,6,7,6,2,5,1,5,2,6,5,1,2,7,1,1,2,1,1,5,4.2,5.0,1.5,11,4.5,"S0983, S0798, S0117, S0289, S0743",5
S0108,77,3,1,0,3,6,5,6,3,7,1,3,3,4,6,5,4,4,4,2,4,5,4,2,4,1,2,3.6,2.5,3.0,18,5.0,"S0886, S0377, S0808, S0311, S0254",5
S0109,70,6,1,0,7,7,3,2,6,3,6,3,6,1,1,1,6,3,3,3,7,2,3,2,4,1,3,4.4,4.0,3.5,15,2.25,"S0607, S0447, S0813, S0417, S0487",5
S0110,72,3,5,0,2,5,4,4,2,5,7,5,1,7,4,2,5,3,3,6,5,1,4,1,5,5,2,4.4,4.25,4.5,18,4.75,"S0127, S0684, S0349",3
S0111,83,4,1,0,3,5,7,2,4,3,5,2,1,3,7,7,5,5,2,6,6,4,5,2,3,2,3,4.8,3.5,4.5,19,5.0,S0801,1
S0112,34,3,2,1,3,7,6,0,1,3,4,6,2,7,2,5,1,5,2,3,7,4,3,3,4,2,1,3.6,3.5,6.0,17,4.0,"S0300, S0549, S0186",3
S0113,87,2,3,0,1,1,6,2,2,2,4,5,7,5,3,3,5,6,6,7,3,2,1,1,3,3,5,5.4,5.0,6.0,15,4.25,"S0658, S0634, S0195, S0276, S0579, S0425",6
S0114,28,5,5,0,6,5,2,6,1,1,1,5,6,2,1,3,5,2,3,6,1,1,3,4,1,3,2,3.4,3.5,7.0,14,2.25,"S0953, S0143, S0492, S0840",4
S0115,76,2,1,0,2,3,6,10,3,2,1,2,7,4,1,1,1,3,7,6,7,1,5,5,5,1,4,4.8,3.75,5.5,21,4.25,"S0997, S0150, S0264, S0577, S0879",5
S0116,86,6,7,0,7,2,1,1,2,4,4,1,4,4,5,4,1,6,3,2,7,4,4,3,4,5,4,3.8,4.0,5.0,24,4.5,,0
S0117,100,2,7,0,2,2,6,5,1,6,1,2,2,6,5,5,3,5,5,3,6,2,5,4,3,4,1,4.4,4.0,4.5,19,5.75,"S0344, S0561, S0717, S0863, S0288, S0910, S0143",7
S0118,67,3,6,1,2,2,1,0,4,3,3,5,4,3,2,5,1,3,2,1,3,4,3,2,3,4,4,2.0,3.5,4.5,20,3.25,"S0403, S0226, S0714, S0620, S0569, S0076",6
S0119,83,3,1,0,4,1,3,0,2,1,7,5,3,1,2,3,2,2,1,1,4,4,2,2,2,3,2,2.0,3.5,6.5,15,2.75,"S0310, S0285, S0420",3
S0120,81,7,3,0,1,1,5,7,6,2,6,3,4,5,4,6,7,5,5,1,1,3,5,2,5,1,3,3.8,4.5,4.0,19,3.75,"S0201, S0472, S0734, S0213, S0301, S0112",6
S0121,64,7,4,1,7,3,2,10,1,5,3,1,6,2,5,6,6,7,3,4,6,2,5,3,5,1,2,5.2,3.75,5.0,18,3.75,"S0074, S0818, S0234, S0538",4
S0122,59,3,3,0,3,1,3,0,6,4,2,1,4,6,7,5,7,7,3,1,1,5,1,4,2,2,1,3.8,3.0,3.0,15,6.25,"S0672, S0174, S0950, S0289, S0823, S0013",6
S0123,72,2,4,0,3,3,6,9,4,5,1,2,2,3,3,2,6,5,6,7,2,5,3,1,2,3,4,5.2,3.25,3.5,18,4.5,"S0344, S0447",2
S0124,71,7,4,1,2,6,1,2,5,6,6,5,1,6,7,7,6,5,2,3,2,4,2,1,5,2,2,3.6,3.0,2.5,16,4.25,"S0480, S0539, S0867, S0344, S0708, S0593, S0820",7
S0125,74,4,7,0,1,1,5,3,3,6,5,7,4,7,3,3,5,4,6,5,5,3,2,3,4,3,1,5.0,5.25,3.5,16,3.75,"S0335, S0201, S0291",3
S0126,57,2,3,0,2,5,5,10,7,6,5,4,3,2,5,3,3,6,3,6,3,2,1,5,2,2,5,4.2,4.0,1.5,17,4.25,,0
S0127,73,7,2,0,5,2,3,9,1,5,4,7,7,6,7,1,4,6,2,7,6,2,3,1,2,4,1,5.0,4.0,5.0,13,3.75,"S0007, S0527, S0628, S0522",4
S0128,66,6,4,0,4,4,3,1,4,5,1,3,4,7,1,2,5,1,6,5,3,1,5,5,3,1,3,4.0,3.0,3.5,18,3.75,"S0748, S0700",2
S0129,72,5,3,0,7,2,1,2,5,3,3,1,5,4,4,6,1,5,3,4,5,5,5,2,4,2,5,3.6,3.0,4.0,23,4.5,"S0785, S0736",2
S0130,63,6,7,0,5,1,5,7,4,6,3,5,3,3,2,2,4,6,3,5,4,4,2,3,5,1,2,4.4,4.5,3.0,17,2.5,,0
S0131,71,2,7,0,4,7,1,5,7,6,4,2,3,2,4,1,5,5,6,7,3,4,3,2,1,1,2,5.2,3.75,1.5,13,4.5,"S0190, S0730, S0140, S0737, S0628",5
S0132,71,7,5,0,3,7,4,1,6,3,1,4,1,7,5,3,6,2,2,6,3,2,2,5,3,2,5,3.8,2.75,3.5,19,4.25,"S0790, S0297, S0488, S0609, S0127",5
S0133,52,7,3,0,3,6,2,9,7,1,5,3,7,5,2,3,7,2,7,2,2,4,5,3,4,3,1,4.0,4.25,4.0,20,3.25,"S0618, S0852, S0490, S0071",4
S0134,85,6,6,0,7,7,6,1,7,2,7,6,7,3,6,7,1,3,2,1,6,2,1,1,3,5,2,2.6,6.5,3.5,14,3.25,"S0245, S0565",2
S0135,42,3,3,0,2,1,2,0,5,3,5,1,4,1,6,5,1,5,2,1,3,2,3,3,3,4,3,2.4,3.5,4.0,18,4.75,"S0601, S0922, S0348, S0561",4
S0136,67,2,4,0,7,7,6,2,1,3,2,6,3,2,5,6,1,5,4,2,1,5,3,3,5,2,3,2.6,3.75,6.0,21,3.75,S0618,1
S0137,65,2,6,0,3,2,7,8,5,7,7,7,2,1,2,3,4,1,2,5,1,5,3,1,5,1,3,2.6,5.5,2.0,18,2.5,,0
S0138,72,2,7,0,3,7,2,7,6,4,5,2,7,1,5,2,5,7,1,3,2,3,4,5,1,3,2,3.6,5.25,3.0,18,4.5,"S0261, S0625, S0178, S0902, S0315, S0997, S0571",7
S0139,71,3,3,0,4,4,1,5,7,1,6,6,7,2,5,1,7,2,6,5,4,1,3,1,1,5,3,4.8,4.25,4.0,14,3.5,"S0292, S0177, S0022, S0587, S0420",5
S0140,87,3,3,0,6,2,3,1,7,6,3,1,4,3,5,3,2,1,5,4,3,2,4,5,1,1,4,3.0,3.25,1.5,17,5.0,S0824,1
S0141,74,4,3,1,5,7,1,1,2,6,4,5,2,4,1,5,6,5,5,3,7,2,5,4,4,1,2,5.2,2.5,4.0,18,3.0,S0567,1
S0142,76,1,7,1,3,3,7,4,4,5,7,4,2,3,3,5,1,5,7,4,5,1,4,1,5,4,2,4.4,5.75,3.5,17,4.25,,0
S0143,68,4,7,1,7,1,5,0,5,1,5,6,6,7,5,4,5,1,4,6,3,1,5,2,1,3,4,3.8,5.75,5.0,16,4.5,"S0493, S0388, S0145, S0855, S0285",5
S0144,76,6,6,0,6,2,2,9,3,7,4,7,6,5,7,1,7,1,6,3,3,3,5,3,5,2,4,4.0,4.5,3.0,22,3.75,,0
S0145,67,7,6,0,3,4,6,7,5,6,3,3,3,7,4,3,2,6,2,5,3,4,3,2,1,4,4,3.6,4.5,2.5,18,4.25,"S0395, S0620, S0818, S0795, S0804, S0427, S0257",7
S0146,61,1,6,0,5,1,1,1,5,3,6,1,5,7,3,4,7,7,7,2,5,3,5,5,4,2,2,5.6,4.5,4.0,21,6.0,,0
