StudentID,Academic_Performance,isolated,WomenDifferent,language,COVID,criticises,MenBetterSTEM,pwi_wellbeing,Intelligence1,Intelligence2,Soft,opinion,Nerds,comfortable,future,bullying,Friends,Manbox5_1,Manbox5_2,Manbox5_3,Manbox5_4,Manbox5_5,k6_1,k6_2,k6_3,k6_4,k6_5,k6_6,Manbox5_overall,Masculinity_contrained,GrowthMindset,k6_overall,School_support_engage6,School_support_engage
S0023,56,1,3,0,6,6,3,0,6,3,1,6,1,5,1,7,"S0667, S0929, S0323, S0440, S0811, S0278",5,7,1,5,5,4,3,3,2,4,5,4.6,2.0,3.5,21,4.666666666666667,4.75
S0024,55,5,5,0,7,6,5,8,6,2,1,3,3,5,4,3,"S0515, S0839, S0947, S0333, S0134, S0917, S0113",2,7,1,4,6,5,3,2,2,1,1,4.0,3.5,4.0,14,4.333333333333333,4.5
S0025,75,4,1,0,2,2,7,8,7,1,5,6,6,5,5,4,"S0998, S0127, S0061",3,2,2,6,5,1,4,3,4,3,2,3.6,4.75,4.0,17,3.6666666666666665,4.0
S0026,81,2,1,0,2,5,4,3,6,6,7,4,2,4,3,5,"S0589, S0970, S0416, S0155, S0760, S0126, S0038",6,4,3,3,7,1,2,5,1,3,5,4.6,3.5,2.0,17,4.5,4.25
S0027,80,2,1,0,6,1,2,0,2,1,7,3,2,7,4,5,"S0622, S0991, S0836, S0233",7,6,3,3,1,4,4,1,2,4,3,4.0,3.0,6.5,18,4.666666666666667,4.25
S0028,50,7,3,0,2,2,3,5,1,4,6,3,1,6,5,7,"S0322, S0455, S0585, S0380, S0624",5,7,4,1,3,4,1,3,4,5,3,4.0,3.25,5.5,20,4.333333333333333,5.0
S0029,59,5,7,0,4,4,5,6,5,6,3,6,1,7,7,3,"S0629, S0184, S0616",6,7,2,6,3,2,1,2,1,1,4,4.8,4.0,2.5,11,4.333333333333333,5.25
S0030,43,1,4,0,7,2,3,5,7,2,1,1,1,4,7,4,"S0088, S0462, S0056, S0695, S0532, S0683, S0779",6,2,5,6,5,4,1,3,5,4,2,4.8,2.25,3.5,19,5.166666666666667,4.25
S0031,51,5,5,0,1,1,6,1,2,1,5,2,7,1,6,2,"S0448, S0061",2,1,6,1,6,3,5,5,2,5,1,3.2,5.75,6.5,21,3.1666666666666665,2.5
S0032,67,4,7,0,6,2,1,10,2,2,6,4,4,3,5,4,"S0950, S0763, S0017",7,2,3,4,6,4,4,3,4,5,2,4.4,4.5,6.0,22,3.6666666666666665,3.5
S0033,59,7,2,0,3,1,3,5,7,6,5,7,7,7,4,2,"S0565, S0925, S0551, S0281, S0284",4,4,1,1,7,3,4,5,4,4,2,3.4,4.25,1.5,22,2.6666666666666665,3.5
S0034,79,2,5,0,4,5,1,1,5,4,2,1,6,6,7,4,"S0505, S0814",6,6,7,7,4,2,5,4,3,5,5,6.0,3.5,3.5,24,5.833333333333333,5.5
S0035,73,3,5,0,1,4,2,1,2,1,2,5,2,3,1,4,"S0488, S0057",2,5,4,2,4,4,4,3,1,3,5,3.4,2.75,6.5,20,3.3333333333333335,3.0
S0036,66,3,4,0,5,1,3,3,2,6,4,2,4,4,5,4,"S0878, S0804, S0654, S0641, S0423, S0606",1,6,7,4,6,2,2,1,1,2,1,4.8,3.75,4.0,9,4.166666666666667,3.5
S0037,71,6,1,0,2,7,7,10,5,2,6,6,7,6,6,6,"S0905, S0483, S0956, S0565, S0593, S0578, S0972",1,2,3,7,7,5,4,3,1,1,1,4.0,5.25,4.5,15,4.833333333333333,6.25
S0038,82,4,6,0,5,5,3,8,4,5,1,3,2,4,5,7,"S0599, S0889, S0069, S0077",4,4,6,5,5,2,1,3,5,1,2,4.8,3.0,3.5,14,5.0,5.25
S0039,63,7,2,0,4,2,6,10,6,4,1,3,3,3,7,3,"S0270, S0877, S0938, S0965, S0832",6,5,3,6,7,3,4,2,1,1,5,5.4,3.0,3.0,16,3.5,3.75
S0040,82,5,3,0,4,6,2,5,6,4,7,1,6,6,3,7,S0542,1,1,1,5,7,2,1,5,1,3,1,3.0,4.5,3.0,13,5.333333333333333,5.5
S0041,95,1,4,0,3,7,6,9,2,1,4,4,5,3,3,3,"S0327, S0088, S0557",1,4,4,4,3,2,1,4,4,4,3,3.2,4.75,6.5,18,4.5,4.0
S0042,66,1,2,1,7,4,2,1,7,2,1,7,3,3,1,3,"S0807, S0846, S0260, S0513, S0608, S0416, S0225",7,6,3,2,3,5,4,4,4,4,4,4.2,2.0,3.5,25,3.1666666666666665,2.75
S0043,90,3,4,0,3,3,2,5,2,2,5,4,4,4,2,7,"S0989, S0445, S0022, S0319, S0518, S0317, S0399",2,7,7,3,5,5,1,2,3,4,5,4.8,3.75,6.0,20,4.166666666666667,4.0
S0044,50,2,3,0,3,7,3,5,2,5,4,5,6,1,5,1,"S0026, S0396, S0761, S0732, S0571, S0928",7,5,1,1,1,5,5,1,1,3,5,3.0,4.0,4.5,20,3.8333333333333335,3.5
S0045,77,6,2,0,2,5,4,1,4,4,7,2,3,2,6,3,"S0313, S0170",1,7,2,1,2,3,1,4,1,1,2,2.6,4.0,4.0,12,4.0,4.0
S0046,68,5,7,0,6,2,1,1,4,7,3,5,2,7,2,6,"S0143, S0195, S0562",2,7,7,4,3,4,2,1,2,3,2,4.6,3.25,2.5,14,3.8333333333333335,4.25
S0047,65,6,3,0,3,7,2,3,7,7,2,1,1,3,3,4,"S0771, S0392, S0511, S0647, S0975, S0902",6,2,2,1,5,4,3,5,2,2,4,3.2,2.0,1.0,20,4.333333333333333,4.25
S0048,62,2,5,0,5,3,7,10,6,7,6,3,6,7,3,1,"S0604, S0026",1,7,4,3,6,3,5,2,4,3,4,4.2,6.0,1.5,21,4.166666666666667,3.5
S0049,85,1,3,0,6,3,1,3,6,7,1,7,3,2,7,2,,7,7,4,1,3,5,2,5,3,4,2,4.4,2.0,1.5,21,3.6666666666666665,3.5
S0050,47,6,3,0,4,1,2,4,5,6,3,1,2,3,1,3,"S0296, S0995, S0839, S0810, S0578, S0194",2,4,1,3,7,4,2,4,1,3,4,3.4,2.5,2.5,18,2.8333333333333335,2.0
S0051,59,1,3,0,1,5,3,8,7,7,3,1,6,1,3,4,"S0810, S0903, S0234",3,6,1,2,4,3,2,2,1,5,2,3.2,3.75,1.0,15,4.5,3.25
S0052,93,7,6,0,7,1,2,8,3,7,2,4,1,6,6,3,"S0165, S0799, S0847, S0870, S0093, S0148",7,7,1,1,5,2,1,4,1,4,4,4.2,2.75,3.0,16,3.5,4.0
S0053,61,7,6,0,3,5,1,8,7,7,6,2,2,3,3,3,"S0880, S0747, S0528, S0812",6,3,4,6,6,5,3,4,2,5,1,5.0,3.75,1.0,20,3.5,3.5
S0054,65,4,3,0,1,6,5,7,5,7,7,1,1,3,7,1,"S0191, S0253, S0630, S0297, S0106, S0542",6,1,7,4,3,4,2,3,2,3,5,4.2,4.0,2.0,19,4.666666666666667,4.25
S0055,100,4,1,0,6,6,6,4,7,5,3,3,7,7,5,7,,3,5,7,1,3,3,3,3,5,5,2,3.8,4.25,2.0,21,5.666666666666667,6.25
S0056,65,4,1,0,3,7,6,10,1,7,3,5,5,2,5,1,"S0838, S0759, S0392, S0085, S0106, S0386, S0557",4,6,5,7,5,2,3,4,2,1,2,5.4,3.75,4.0,14,3.6666666666666665,3.75
S0057,55,4,5,0,7,2,7,8,3,7,3,3,5,3,3,6,"S0513, S0466, S0590, S0203, S0610, S0862",3,7,6,4,5,1,1,3,1,5,2,5.0,5.0,3.0,13,3.8333333333333335,3.5
S0058,57,1,1,0,1,4,4,9,6,7,2,3,7,4,4,4,"S0050, S0969, S0658, S0433, S0731",5,3,5,2,6,4,5,5,4,5,5,4.2,3.5,1.5,28,4.666666666666667,4.0
S0059,78,7,2,1,6,7,2,7,7,3,3,3,4,4,6,3,"S0277, S0076, S0108",3,3,3,4,2,3,3,4,4,5,1,3.0,2.75,3.0,20,4.333333333333333,5.0
S0060,53,5,1,0,6,6,7,10,1,4,2,7,5,6,2,6,"S0772, S0513, S0319, S0241, S0224, S0292",2,6,5,5,2,1,4,3,3,2,5,4.0,3.75,5.5,18,4.0,5.0
S0061,63,5,3,0,4,2,4,7,1,6,2,3,3,7,5,4,S0596,3,1,5,2,5,3,3,5,3,4,1,3.2,3.0,4.5,19,4.333333333333333,4.5
S0062,92,6,1,0,5,1,7,4,4,1,1,1,2,6,3,4,"S0114, S0953, S0771, S0836, S0389, S0306",3,1,6,3,5,1,3,4,5,5,5,3.6,2.75,5.5,23,3.8333333333333335,3.5
S0063,71,4,1,0,7,7,1,9,4,3,1,6,1,5,3,2,,7,4,4,5,3,3,5,3,3,5,4,4.6,1.0,4.5,23,3.8333333333333335,4.25
S0064,60,2,5,0,6,3,1,6,2,2,1,5,6,4,2,5,,1,6,3,5,5,4,4,1,4,2,1,4.0,3.25,6.0,16,3.8333333333333335,3.5
S0065,63,5,6,0,3,7,4,0,1,2,4,7,5,5,4,7,,3,4,3,5,2,4,2,4,1,3,3,3.4,4.75,6.5,17,4.5,5.75
S0066,74,7,1,0,7,2,1,10,7,4,5,4,5,6,7,1,"S0586, S0014, S0345, S0112, S0123",4,4,2,6,5,3,4,3,3,5,2,4.2,3.0,2.5,20,3.5,4.0
S0067,76,4,1,0,5,2,4,7,1,7,3,6,4,4,6,2,S0330,2,7,2,3,1,1,5,5,1,5,1,3.0,3.0,4.0,18,3.3333333333333335,3.5
S0068,77,6,3,0,6,6,6,1,1,1,4,2,4,1,3,7,"S0540, S0040",5,2,1,4,6,4,4,5,3,3,4,3.6,4.25,7.0,23,4.166666666666667,4.25
S0069,89,7,7,0,3,5,7,10,3,2,5,2,5,3,2,7,"S0065, S0639, S0888, S0357",7,6,6,2,6,3,2,1,1,2,1,5.4,6.0,5.5,10,4.0,4.25
S0070,88,7,6,1,7,6,7,10,7,5,3,3,5,1,3,6,"S0609, S0520, S0975, S0041, S0689",2,1,7,5,5,5,1,5,4,3,2,4.0,5.25,2.0,20,3.6666666666666665,4.0
S0071,51,5,7,1,3,5,1,3,7,3,7,7,6,3,5,3,"S0193, S0922, S0815",3,3,2,1,4,2,2,2,5,5,1,2.6,5.25,3.0,17,3.3333333333333335,4.0
S0072,68,5,5,0,2,5,1,7,5,5,3,3,1,1,5,2,"S0934, S0778, S0122, S0677",4,5,6,2,7,1,4,4,4,4,2,4.8,2.5,3.0,19,3.5,3.25
S0073,62,1,5,1,4,3,6,8,1,2,4,6,4,3,2,7,"S0580, S0898, S0468, S0325",5,3,5,5,3,4,3,4,3,1,1,4.2,4.75,6.5,16,4.0,3.75
S0074,69,5,4,0,5,2,5,3,4,4,1,1,4,3,2,5,"S0713, S0564, S0494, S0719, S0362",6,2,1,6,7,5,2,3,1,3,1,4.4,3.5,4.0,15,3.6666666666666665,3.0
S0075,83,7,1,0,4,1,2,1,4,7,6,3,4,5,2,4,"S0279, S0690, S0764, S0731",7,6,2,7,2,1,1,5,3,5,3,4.8,3.25,2.5,18,3.0,3.0
S0076,72,3,4,0,4,2,2,4,1,6,3,5,6,3,2,3,"S0915, S0088, S0465, S0800, S0077, S0161, S0248",7,4,1,1,1,5,3,2,1,4,1,2.8,3.75,4.5,16,3.0,2.5
S0077,78,3,4,0,7,1,4,6,4,4,6,5,3,1,5,6,,4,3,1,7,6,3,3,4,1,5,2,4.2,4.25,4.0,18,3.5,3.25
S0078,83,6,6,0,5,6,5,7,2,7,3,7,4,3,5,7,"S0540, S0726, S0460, S0543",3,5,2,5,3,3,2,1,3,1,1,3.6,4.5,3.5,11,4.0,5.25
S0079,80,4,7,1,5,4,6,4,5,7,2,6,6,2,5,4,"S0013, S0289, S0149, S0361, S0955, S0035",1,1,3,7,4,1,3,2,2,2,4,3.2,5.25,2.0,14,3.5,3.75
S0080,61,7,6,0,5,7,7,8,5,7,7,4,7,4,2,7,,3,2,5,4,2,4,4,3,1,1,5,3.2,6.75,2.0,18,4.166666666666667,5.0
S0081,77,1,6,0,3,3,3,2,6,6,7,2,1,1,7,4,"S0335, S0873, S0233, S0583, S0774, S0712, S0351",3,3,1,2,5,5,2,1,1,2,2,2.8,4.25,2.0,13,4.666666666666667,3.75
S0082,80,1,1,0,5,6,5,6,6,1,6,4,5,3,5,3,"S0786, S0479, S0399, S0679",1,5,3,1,5,2,4,3,4,2,1,3.0,4.25,4.5,16,4.666666666666667,4.25
S0083,100,6,7,0,1,6,4,7,1,7,1,7,7,5,1,5,"S0641, S0577, S0910",2,3,5,4,6,2,3,1,5,3,5,4.0,4.75,4.0,19,3.3333333333333335,4.25
S0084,81,6,7,0,7,6,5,5,7,6,4,3,2,7,1,1,"S0854, S0509, S0554, S0594, S0366, S0562",1,5,3,4,5,4,4,1,4,1,3,3.6,4.5,1.5,17,3.6666666666666665,3.75
S0085,80,1,5,0,3,6,6,3,6,7,6,7,2,6,5,4,"S0800, S0054, S0024, S0166, S0047, S0969",4,1,7,5,7,5,3,1,3,3,1,4.8,4.75,1.5,16,4.833333333333333,5.25
S0086,55,5,2,0,1,2,5,6,1,5,5,1,1,2,1,4,S0657,2,6,6,2,1,5,1,3,2,3,4,3.4,3.25,5.0,18,3.1666666666666665,2.25
S0087,82,5,5,0,5,4,4,9,3,7,3,2,3,2,3,6,"S0432, S0887, S0594",6,4,4,6,7,1,5,2,2,3,1,5.4,3.75,3.0,14,4.0,3.75
S0088,99,6,5,0,3,1,1,2,1,6,2,1,2,7,1,6,,4,5,2,2,4,1,5,5,5,5,3,3.4,2.5,4.5,24,4.0,3.75
S0089,64,4,4,0,7,4,5,6,2,6,6,7,7,4,5,2,,6,1,4,4,6,2,3,4,5,2,4,4.2,5.5,4.0,20,3.3333333333333335,3.75
S0090,41,4,1,0,7,4,6,0,4,1,6,5,1,1,5,2,,6,5,1,1,2,1,3,2,3,5,5,3.0,3.5,5.5,19,3.1666666666666665,3.0
S0091,69,2,1,0,3,3,6,0,7,4,5,1,2,7,2,4,"S0798, S0881, S0734, S0081, S0793, S0548, S0822",7,3,2,2,6,2,5,1,4,3,1,4.0,3.5,2.5,16,4.833333333333333,4.0
S0092,100,2,5,1,7,2,3,10,4,5,6,7,6,2,7,3,"S0213, S0349, S0718, S0722, S0234",2,2,4,3,5,1,4,1,1,5,3,3.2,5.0,3.5,15,3.5,3.5
S0093,80,6,1,0,3,2,1,0,3,7,7,2,7,3,5,3,"S0348, S0222, S0741",5,6,5,5,3,5,2,1,4,4,2,4.8,4.0,3.0,18,3.5,3.25
S0094,66,3,1,0,6,4,4,7,4,5,3,7,2,6,7,6,S0965,1,5,6,4,6,4,4,4,5,5,1,4.4,2.5,3.5,23,4.833333333333333,5.75
S0095,76,7,6,0,2,1,3,10,4,4,2,3,5,5,1,4,"S0457, S0985, S0756",7,3,6,6,4,2,2,2,2,1,1,5.2,4.0,4.0,10,2.8333333333333335,2.75
S0096,73,7,4,0,3,7,3,9,7,6,5,1,7,2,5,4,"S0344, S0504, S0844, S0861, S0521, S0651, S0358",4,4,1,1,7,4,5,1,1,4,4,3.4,4.75,1.5,19,4.333333333333333,4.5
S0097,40,7,6,0,5,5,4,2,3,6,4,4,2,4,2,2,"S0392, S0002, S0238, S0291, S0387, S0925, S0649",4,2,4,6,5,4,1,1,2,3,5,4.2,4.0,3.5,16,3.0,3.25
S0098,52,1,2,0,1,4,7,3,7,2,2,7,4,6,5,6,,1,2,3,7,2,5,4,5,3,1,5,3.0,3.75,3.5,23,4.833333333333333,5.25
S0099,85,4,3,0,2,4,3,10,4,1,7,2,4,4,4,7,"S0910, S0020, S0419, S0708, S0447",5,1,2,7,4,5,2,1,3,2,5,3.8,4.25,5.5,18,4.833333333333333,4.75
S0100,70,1,7,0,3,5,1,3,7,2,6,7,1,6,4,7,"S0566, S0660",6,1,2,5,4,1,2,4,5,4,1,3.6,3.75,3.5,17,5.0,5.5
S0101,60,3,4,0,7,1,4,9,1,6,5,4,7,4,3,7,"S0874, S0245, S0972, S0651, S0909, S0738",2,6,6,2,3,1,4,1,2,2,2,3.8,5.0,4.5,12,4.0,3.75
S0102,70,5,5,0,6,6,5,9,7,3,2,4,3,4,6,1,"S0093, S0314",3,6,3,4,4,5,4,3,1,1,2,4.0,3.75,3.0,16,4.0,4.25
S0103,70,4,3,0,7,6,6,3,1,3,4,3,6,6,7,6,"S0659, S0379, S0291, S0063, S0571",5,6,5,1,3,3,1,3,3,1,5,4.0,4.75,6.0,16,5.666666666666667,6.25
S0104,70,1,6,1,4,7,1,8,2,1,2,7,1,5,2,7,"S0051, S0320, S0868, S0554, S0761, S0666, S0882",7,3,1,7,6,5,4,5,5,5,4,4.8,2.5,6.5,28,4.833333333333333,5.25
S0105,70,1,7,0,4,5,5,3,2,6,5,2,4,1,7,4,"S0363, S0412, S0367, S0446",2,3,6,2,4,4,4,3,3,1,5,3.4,5.25,4.0,20,5.0,4.25
S0106,67,1,7,0,6,7,3,3,6,6,2,3,5,4,4,2,"S0168, S0526, S0903, S0007",3,2,2,6,3,5,2,4,2,5,1,3.2,4.25,2.0,19,4.833333333333333,4.25
S0107,71,2,6,0,1,3,7,6,4,5,6,1,6,7,5,3,"S0735, S0996, S0607",5,7,4,5,5,5,1,4,2,2,4,5.2,6.25,3.5,18,5.166666666666667,4.5
S0108,36,6,2,0,6,3,6,9,3,3,5,4,3,7,5,6,,3,4,7,6,4,5,4,5,2,5,2,4.8,4.0,5.0,23,4.5,5.25
S0109,75,2,3,0,2,1,1,9,3,3,1,3,6,5,1,6,,5,5,5,6,4,4,2,5,1,3,1,5.0,2.75,5.0,16,4.0,3.25
S0110,73,4,4,0,7,2,5,5,2,1,5,4,4,6,4,7,"S0725, S0876, S0950, S0662",3,7,1,6,4,5,3,1,5,5,3,4.2,4.5,6.5,22,4.5,4.75
S0111,44,3,5,0,5,7,3,4,3,6,3,7,7,7,1,6,"S0428, S0527, S0054, S0775, S0296",3,5,1,1,2,4,4,3,3,5,4,2.4,4.5,3.5,23,4.5,5.25
S0112,85,2,2,0,6,5,5,2,4,7,6,3,4,6,7,4,"S0945, S0145",5,3,1,6,4,1,4,3,1,2,1,3.8,4.25,2.5,12,5.5,5.5
S0113,91,3,3,0,7,6,7,0,2,4,7,1,1,7,6,4,"S0286, S0271, S0523, S0988, S0287",2,5,6,7,4,3,1,1,2,1,3,4.8,4.5,5.0,11,5.833333333333333,5.75
S0114,58,6,4,0,7,7,2,2,7,5,3,4,4,2,3,2,"S0520, S0724, S0284, S0361, S0281, S0374",3,2,3,7,4,3,4,5,3,2,5,3.8,3.25,2.0,22,3.3333333333333335,3.5
S0115,59,4,3,0,7,5,7,4,7,2,4,5,5,1,4,1,,4,1,7,2,3,3,3,1,3,5,1,3.4,4.75,3.5,16,3.0,2.75
S0116,81,6,6,0,5,4,2,3,6,3,3,3,5,2,2,3,,1,7,7,4,1,3,1,5,4,1,4,4.0,4.0,3.5,18,3.0,2.75
S0117,71,5,5,0,2,2,2,5,3,6,7,5,3,5,4,6,"S0541, S0315, S0286, S0398, S0285, S0813, S0055",6,2,4,6,7,3,4,4,5,2,3,5.0,4.25,3.5,21,3.8333333333333335,4.25
S0118,82,4,5,0,6,3,6,6,4,6,5,2,3,7,1,2,"S0996, S0561",4,7,6,5,7,1,2,3,2,2,3,5.8,4.75,3.0,13,3.8333333333333335,3.25
S0119,98,6,1,1,6,4,2,5,2,2,4,7,3,4,1,7,"S0824, S0880, S0030, S0087, S0838, S0162, S0826",5,6,4,5,5,5,4,5,5,1,1,5.0,2.5,6.0,21,3.1666666666666665,4.0
S0120,40,3,1,0,3,1,6,5,4,3,7,4,5,5,2,5,"S0290, S0394, S0360, S0921, S0480, S0222, S0371",3,7,3,1,4,3,4,4,5,1,1,3.6,4.75,4.5,18,3.6666666666666665,3.25
S0121,57,1,6,1,4,6,4,0,4,7,5,1,7,6,2,3,"S0118, S0074, S0298, S0644, S0452",2,6,3,2,6,4,2,3,4,4,2,3.8,5.5,2.5,19,5.166666666666667,4.25
S0122,100,3,7,0,1,3,2,3,5,5,2,1,5,1,1,4,,2,5,6,4,7,4,3,4,5,2,2,4.8,4.0,3.0,20,3.5,2.25
S0123,56,4,2,1,3,4,3,4,3,2,1,6,5,7,7,1,"S0647, S0235, S0623, S0512",4,5,7,2,3,3,5,2,1,2,5,4.2,2.75,5.5,18,4.166666666666667,4.75
S0124,60,1,5,0,4,2,1,5,4,6,7,3,7,4,7,1,"S0940, S0585, S0521",1,7,4,7,6,4,1,1,3,1,1,5.0,5.0,3.0,11,4.333333333333333,3.5
S0125,68,5,5,0,2,1,4,0,5,4,7,1,4,5,7,6,,1,2,5,1,4,4,4,2,1,5,3,2.6,5.0,3.5,19,4.833333333333333,4.75
S0126,73,7,2,0,3,3,6,3,5,4,3,3,5,1,3,4,"S0521, S0876, S0873, S0703, S0157",4,5,5,4,2,5,2,3,1,1,2,4.0,4.0,3.5,14,2.8333333333333335,2.75
S0127,81,1,4,0,2,2,7,7,5,3,5,1,6,2,4,4,"S0649, S0218, S0198, S0696, S0030, S0636, S0923",4,2,1,4,2,3,5,5,1,3,2,2.6,5.5,4.0,19,4.333333333333333,3.0
S0128,71,5,5,0,4,5,6,9,1,1,6,4,6,4,4,7,"S0701, S0149, S0888, S0929, S0320",5,5,5,5,3,5,1,1,1,3,2,4.6,5.75,7.0,13,4.5,5.0
S0129,86,7,2,0,3,1,6,7,3,6,3,3,7,1,3,1,"S0435, S0651, S0964",3,6,2,6,1,4,1,2,4,3,2,3.6,4.5,3.5,16,2.0,1.5
S0130,67,7,5,0,1,3,1,1,2,1,4,2,6,2,3,3,"S0145, S0408, S0368",1,6,1,4,3,4,3,2,5,4,2,3.0,4.0,6.5,20,3.0,2.75
S0131,82,3,5,0,1,7,1,4,1,5,1,4,5,1,7,6,"S0289, S0849, S0792",7,3,3,2,3,1,1,5,1,3,4,3.6,3.0,5.0,15,5.0,5.25
S0132,84,2,2,1,7,5,6,3,5,1,3,6,4,4,2,7,"S0841, S0861",6,6,2,6,1,5,5,3,1,1,5,4.2,3.75,5.0,20,4.333333333333333,4.5
S0133,89,2,7,1,7,1,4,4,3,4,7,7,6,7,1,3,"S0258, S0041, S0851",7,4,6,6,2,1,5,4,3,2,2,5.0,6.0,4.5,17,3.1666666666666665,3.0
S0134,44,5,6,0,3,5,7,4,4,2,6,3,7,1,6,3,"S0676, S0643, S0194, S0801, S0748, S0597",2,4,4,2,2,5,3,1,5,5,4,2.8,6.5,5.0,23,3.8333333333333335,3.75
S0135,52,2,2,1,4,2,4,1,1,3,7,5,6,2,1,6,"S0494, S0325, S0592",6,3,7,1,6,4,3,5,1,4,5,4.6,4.75,6.0,22,3.3333333333333335,2.75
S0136,69,4,1,0,5,7,3,3,4,7,6,2,3,7,4,3,"S0118, S0197, S0032, S0198, S0755, S0545",4,2,5,5,5,4,5,1,1,2,1,4.2,3.25,2.5,14,5.166666666666667,5.25
